# onion skin A3d strip probe
# comp	1920	1080
ms	pw	ph	x0	x1	y0	y1	span_w	span_h	zoom_x	zoom_y	axis_diff_pct	cost_ms	status	win_ok	wx0	wy0	dx	dy	win_cost_ms
919.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	14.1819	ok	0	0	0	-9999	-9999	0.0000
950.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	17.0225	ok	0	0	0	-9999	-9999	0.0000
997.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	19.4141	ok	0	0	0	-9999	-9999	0.0000
1043.7	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	24.0949	ok	0	0	0	-9999	-9999	0.0000
1089.9	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	27.6051	ok	0	0	0	-9999	-9999	0.0000
1137.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	12.5713	ok	0	0	0	-9999	-9999	0.0000
1169.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	14.8303	ok	0	0	0	-9999	-9999	0.0000
1201.6	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	16.2321	ok	0	0	0	-9999	-9999	0.0000
1234.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	15.5615	ok	0	0	0	-9999	-9999	0.0000
1266.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	17.1280	ok	0	0	0	-9999	-9999	0.0000
1314.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	19.1026	ok	0	0	0	-9999	-9999	0.0000
1360.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.6018	ok	0	0	0	-9999	-9999	0.0000
1407.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.8159	ok	0	0	0	-9999	-9999	0.0000
1454.7	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	11.5449	ok	0	0	0	-9999	-9999	0.0000
1486.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.7688	ok	0	0	0	-9999	-9999	0.0000
1517.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	15.8494	ok	0	0	0	-9999	-9999	0.0000
1563.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	19.6457	ok	0	0	0	-9999	-9999	0.0000
1611.0	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.6201	ok	0	0	0	-9999	-9999	0.0000
1659.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.2758	ok	0	0	0	-9999	-9999	0.0000
1705.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	10.6752	ok	0	0	0	-9999	-9999	0.0000
1737.0	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	12.6700	ok	0	0	0	-9999	-9999	0.0000
1767.9	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	20.5466	ok	0	0	0	-9999	-9999	0.0000
1815.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.0314	ok	0	0	0	-9999	-9999	0.0000
1862.0	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	33.0608	ok	0	0	0	-9999	-9999	0.0000
1925.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	29.3860	ok	0	0	0	-9999	-9999	0.0000
1972.0	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	11.0202	ok	0	0	0	-9999	-9999	0.0000
2003.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.0115	ok	0	0	0	-9999	-9999	0.0000
2035.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	14.4176	ok	0	0	0	-9999	-9999	0.0000
2066.9	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	17.4368	ok	0	0	0	-9999	-9999	0.0000
2113.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	20.1454	ok	0	0	0	-9999	-9999	0.0000
2161.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	23.6129	ok	0	0	0	-9999	-9999	0.0000
2208.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	24.9192	ok	0	0	0	-9999	-9999	0.0000
2254.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	11.8102	ok	0	0	0	-9999	-9999	0.0000
2285.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	14.3926	ok	0	0	0	-9999	-9999	0.0000
2317.9	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	15.4630	ok	0	0	0	-9999	-9999	0.0000
2364.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	19.1529	ok	0	0	0	-9999	-9999	0.0000
2412.0	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	21.3650	ok	0	0	0	-9999	-9999	0.0000
2458.6	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	24.6312	ok	0	0	0	-9999	-9999	0.0000
2504.9	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	11.6806	ok	0	0	0	-9999	-9999	0.0000
2536.7	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.5877	ok	0	0	0	-9999	-9999	0.0000
2568.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	14.4358	ok	0	0	0	-9999	-9999	0.0000
2600.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	16.8142	ok	0	0	0	-9999	-9999	0.0000
2647.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	20.9973	ok	0	0	0	-9999	-9999	0.0000
2694.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.3399	ok	0	0	0	-9999	-9999	0.0000
2741.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.0300	ok	0	0	0	-9999	-9999	0.0000
2788.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	12.3271	ok	0	0	0	-9999	-9999	0.0000
2820.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	12.6203	ok	0	0	0	-9999	-9999	0.0000
2852.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.9870	ok	0	0	0	-9999	-9999	0.0000
2884.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	16.4585	ok	0	0	0	-9999	-9999	0.0000
2930.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	20.5751	ok	0	0	0	-9999	-9999	0.0000
2977.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	23.7888	ok	0	0	0	-9999	-9999	0.0000
3024.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	27.1387	ok	0	0	0	-9999	-9999	0.0000
3071.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	12.5258	ok	0	0	0	-9999	-9999	0.0000
3103.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.7920	ok	0	0	0	-9999	-9999	0.0000
3135.0	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	16.1609	ok	0	0	0	-9999	-9999	0.0000
3181.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	20.7572	ok	0	0	0	-9999	-9999	0.0000
3228.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.4493	ok	0	0	0	-9999	-9999	0.0000
3276.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	23.9417	ok	0	0	0	-9999	-9999	0.0000
3323.9	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	26.4203	ok	0	0	0	-9999	-9999	0.0000
3371.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.3235	ok	0	0	0	-9999	-9999	0.0000
3402.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	14.7967	ok	0	0	0	-9999	-9999	0.0000
3434.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	16.9874	ok	0	0	0	-9999	-9999	0.0000
3481.6	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	18.6371	ok	0	0	0	-9999	-9999	0.0000
3528.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	21.9093	ok	0	0	0	-9999	-9999	0.0000
3575.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	24.8625	ok	0	0	0	-9999	-9999	0.0000
3622.7	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	27.1721	ok	0	0	0	-9999	-9999	0.0000
3669.6	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	15.2987	ok	0	0	0	-9999	-9999	0.0000
3701.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	15.3997	ok	0	0	0	-9999	-9999	0.0000
3748.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	18.4167	ok	0	0	0	-9999	-9999	0.0000
3793.9	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.9246	ok	0	0	0	-9999	-9999	0.0000
3840.7	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.7517	ok	0	0	0	-9999	-9999	0.0000
3887.2	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.1949	ok	0	0	0	-9999	-9999	0.0000
3919.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.8788	ok	0	0	0	-9999	-9999	0.0000
3950.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	16.1120	ok	0	0	0	-9999	-9999	0.0000
3997.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	18.6731	ok	0	0	0	-9999	-9999	0.0000
4044.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.8148	ok	0	0	0	-9999	-9999	0.0000
4091.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.1367	ok	0	0	0	-9999	-9999	0.0000
4138.6	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	11.0501	ok	0	0	0	-9999	-9999	0.0000
4170.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.0628	ok	0	0	0	-9999	-9999	0.0000
4202.0	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	15.7940	ok	0	0	0	-9999	-9999	0.0000
4248.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	17.9046	ok	0	0	0	-9999	-9999	0.0000
4296.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	21.0033	ok	0	0	0	-9999	-9999	0.0000
4343.6	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	23.1759	ok	0	0	0	-9999	-9999	0.0000
4390.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.8173	ok	0	0	0	-9999	-9999	0.0000
4437.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	12.5757	ok	0	0	0	-9999	-9999	0.0000
4469.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.9055	ok	0	0	0	-9999	-9999	0.0000
4500.6	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	15.8196	ok	0	0	0	-9999	-9999	0.0000
4547.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	18.9564	ok	0	0	0	-9999	-9999	0.0000
4593.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.8661	ok	0	0	0	-9999	-9999	0.0000
4640.7	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.4148	ok	0	0	0	-9999	-9999	0.0000
4687.5	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	12.0290	ok	0	0	0	-9999	-9999	0.0000
4718.0	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	16.0169	ok	0	0	0	-9999	-9999	0.0000
4764.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	19.5266	ok	0	0	0	-9999	-9999	0.0000
4812.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	20.6803	ok	0	0	0	-9999	-9999	0.0000
4859.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	24.0416	ok	0	0	0	-9999	-9999	0.0000
4906.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	26.7940	ok	0	0	0	-9999	-9999	0.0000
4952.6	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	14.0718	ok	0	0	0	-9999	-9999	0.0000
4983.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	17.1360	ok	0	0	0	-9999	-9999	0.0000
5030.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	19.9032	ok	0	0	0	-9999	-9999	0.0000
5077.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.2440	ok	0	0	0	-9999	-9999	0.0000
5125.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	25.6304	ok	0	0	0	-9999	-9999	0.0000
5172.3	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	10.5105	ok	0	0	0	-9999	-9999	0.0000
5202.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.4775	ok	0	0	0	-9999	-9999	0.0000
5234.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	17.0252	ok	0	0	0	-9999	-9999	0.0000
5281.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	18.4438	ok	0	0	0	-9999	-9999	0.0000
5328.4	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	22.5016	ok	0	0	0	-9999	-9999	0.0000
5373.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	27.8770	ok	0	0	0	-9999	-9999	0.0000
5421.1	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	13.9173	ok	0	0	0	-9999	-9999	0.0000
5451.8	1592	734	151	1440	4	728	1290	725	0.671875	0.671296	0.086	14.6976	ok	0	0	0	-9999	-9999	0.0000
5483.4	1592	734	144	1433	0	0	0	0	0.000000	0.000000	0.000	16.5484	no_edge	0	0	0	-9999	-9999	0.0000
5532.1	1592	734	136	1425	0	0	0	0	0.000000	0.000000	0.000	17.9858	no_edge	0	0	0	-9999	-9999	0.0000
5579.0	1592	734	121	1410	0	0	0	0	0.000000	0.000000	0.000	21.1725	no_edge	0	0	0	-9999	-9999	0.0000
5625.3	1592	734	106	1395	0	0	0	0	0.000000	0.000000	0.000	24.9134	no_edge	0	0	0	-9999	-9999	0.0000
5672.1	1592	734	96	1385	0	0	0	0	0.000000	0.000000	0.000	11.0815	no_edge	0	0	0	-9999	-9999	0.0000
5703.2	1592	734	90	1379	0	0	0	0	0.000000	0.000000	0.000	13.4541	no_edge	0	0	0	-9999	-9999	0.0000
5733.8	1592	734	85	1374	6	730	1290	725	0.671875	0.671296	0.086	17.5007	ok	0	0	0	-9999	-9999	0.0000
5780.9	1592	734	80	1369	0	0	0	0	0.000000	0.000000	0.000	19.2595	no_edge	0	0	0	-9999	-9999	0.0000
5827.2	1592	734	78	1367	0	0	0	0	0.000000	0.000000	0.000	23.6764	no_edge	0	0	0	-9999	-9999	0.0000
5874.2	1592	734	78	1367	0	0	0	0	0.000000	0.000000	0.000	25.9666	no_edge	0	0	0	-9999	-9999	0.0000
5920.8	1592	734	82	1371	0	0	0	0	0.000000	0.000000	0.000	12.4263	no_edge	0	0	0	-9999	-9999	0.0000
5951.9	1592	734	93	1382	0	0	0	0	0.000000	0.000000	0.000	14.8151	no_edge	0	0	0	-9999	-9999	0.0000
5983.1	1592	734	106	1395	0	0	0	0	0.000000	0.000000	0.000	17.0937	no_edge	0	0	0	-9999	-9999	0.0000
6030.2	1592	734	118	1407	0	0	0	0	0.000000	0.000000	0.000	20.0445	no_edge	0	0	0	-9999	-9999	0.0000
6076.1	1592	734	123	1412	0	0	0	0	0.000000	0.000000	0.000	23.8559	no_edge	0	0	0	-9999	-9999	0.0000
6123.3	1592	734	124	1413	0	0	0	0	0.000000	0.000000	0.000	26.1268	no_edge	0	0	0	-9999	-9999	0.0000
6169.5	1592	734	124	1413	0	0	0	0	0.000000	0.000000	0.000	13.2983	no_edge	0	0	0	-9999	-9999	0.0000
6201.5	1592	734	124	1413	0	0	0	0	0.000000	0.000000	0.000	15.0968	no_edge	0	0	0	-9999	-9999	0.0000
6233.2	1592	734	205	1333	47	681	1129	635	0.588021	0.587963	0.010	16.4536	ok	0	0	0	-9999	-9999	0.0000
6279.1	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	22.0265	ok	0	0	0	-9999	-9999	0.0000
6326.5	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	23.3415	ok	0	0	0	-9999	-9999	0.0000
6374.1	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	26.6929	ok	0	0	0	-9999	-9999	0.0000
6421.0	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	12.2625	ok	0	0	0	-9999	-9999	0.0000
6451.6	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	14.6790	ok	0	0	0	-9999	-9999	0.0000
6483.0	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	16.9004	ok	0	0	0	-9999	-9999	0.0000
6530.7	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	19.6668	ok	0	0	0	-9999	-9999	0.0000
6577.5	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	22.5032	ok	0	0	0	-9999	-9999	0.0000
6623.6	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	26.0052	ok	0	0	0	-9999	-9999	0.0000
6671.4	1592	734	291	1250	110	649	960	540	0.500000	0.500000	0.000	12.3196	ok	0	0	0	-9999	-9999	0.0000
6703.0	1592	734	353	1192	154	625	840	472	0.437500	0.437037	0.106	13.0804	ok	0	0	0	-9999	-9999	0.0000
6734.3	1592	734	408	1142	193	605	735	413	0.382812	0.382407	0.106	15.9937	ok	0	0	0	-9999	-9999	0.0000
6781.5	1592	734	408	1142	193	605	735	413	0.382812	0.382407	0.106	19.8059	ok	0	0	0	-9999	-9999	0.0000
6828.2	1592	734	408	1142	193	605	735	413	0.382812	0.382407	0.106	21.3696	ok	0	0	0	-9999	-9999	0.0000
6874.6	1592	734	402	1136	194	606	735	413	0.382812	0.382407	0.106	25.8832	ok	0	0	0	-9999	-9999	0.0000
6922.2	1592	734	397	1131	194	606	735	413	0.382812	0.382407	0.106	11.3267	ok	0	0	0	-9999	-9999	0.0000
6953.4	1592	734	382	1116	194	606	735	413	0.382812	0.382407	0.106	13.1022	ok	0	0	0	-9999	-9999	0.0000
6984.2	1592	734	360	1094	193	605	735	413	0.382812	0.382407	0.106	15.8621	ok	0	0	0	-9999	-9999	0.0000
7030.2	1592	734	319	1053	179	591	735	413	0.382812	0.382407	0.106	19.8390	ok	0	0	0	-9999	-9999	0.0000
7076.5	1592	734	282	1016	162	574	735	413	0.382812	0.382407	0.106	23.4811	ok	0	0	0	-9999	-9999	0.0000
7124.0	1592	734	247	981	148	560	735	413	0.382812	0.382407	0.106	26.0239	ok	0	0	0	-9999	-9999	0.0000
7170.9	1592	734	228	962	142	556	735	415	0.382812	0.384259	0.377	12.4145	ok	0	0	0	-9999	-9999	0.0000
7202.2	1592	734	211	945	138	552	735	415	0.382812	0.384259	0.377	14.5136	ok	0	0	0	-9999	-9999	0.0000
7233.4	1592	734	192	926	130	544	735	415	0.382812	0.384259	0.377	16.9789	ok	0	0	0	-9999	-9999	0.0000
7279.4	1592	734	159	895	114	528	737	415	0.383854	0.384259	0.105	21.9100	ok	0	0	0	-9999	-9999	0.0000
7326.6	1592	734	132	868	100	514	737	415	0.383854	0.384259	0.105	23.4205	ok	0	0	0	-9999	-9999	0.0000
7373.6	1592	734	114	850	88	502	737	415	0.383854	0.384259	0.105	26.8088	ok	0	0	0	-9999	-9999	0.0000
7420.1	1592	734	101	837	0	0	0	0	0.000000	0.000000	0.000	13.1790	no_edge	0	0	0	-9999	-9999	0.0000
7450.7	1592	734	87	823	0	0	0	0	0.000000	0.000000	0.000	15.9696	no_edge	0	0	0	-9999	-9999	0.0000
7496.6	1592	734	70	806	0	0	0	0	0.000000	0.000000	0.000	20.0064	no_edge	0	0	0	-9999	-9999	0.0000
7543.3	1592	734	58	794	0	0	0	0	0.000000	0.000000	0.000	23.0440	no_edge	0	0	0	-9999	-9999	0.0000
7590.8	1592	734	52	788	0	0	0	0	0.000000	0.000000	0.000	25.6111	no_edge	0	0	0	-9999	-9999	0.0000
7638.7	1592	734	49	785	0	0	0	0	0.000000	0.000000	0.000	10.9757	no_edge	0	0	0	-9999	-9999	0.0000
7669.9	1592	734	49	785	0	0	0	0	0.000000	0.000000	0.000	12.9382	no_edge	0	0	0	-9999	-9999	0.0000
7702.0	1592	734	49	785	0	0	0	0	0.000000	0.000000	0.000	15.4320	no_edge	0	0	0	-9999	-9999	0.0000
7748.7	1592	734	49	785	0	0	0	0	0.000000	0.000000	0.000	17.3427	no_edge	0	0	0	-9999	-9999	0.0000
7796.4	1592	734	49	785	0	0	0	0	0.000000	0.000000	0.000	21.1179	no_edge	0	0	0	-9999	-9999	0.0000
7843.0	1592	734	49	785	0	0	0	0	0.000000	0.000000	0.000	23.2665	no_edge	0	0	0	-9999	-9999	0.0000
7891.1	1592	734	49	785	0	0	0	0	0.000000	0.000000	0.000	25.1687	no_edge	0	0	0	-9999	-9999	0.0000
7938.4	1592	734	56	792	0	0	0	0	0.000000	0.000000	0.000	11.9805	no_edge	0	0	0	-9999	-9999	0.0000
7970.4	1592	734	63	799	0	0	0	0	0.000000	0.000000	0.000	12.7593	no_edge	0	0	0	-9999	-9999	0.0000
8002.1	1592	734	97	833	0	0	0	0	0.000000	0.000000	0.000	14.6427	no_edge	0	0	0	-9999	-9999	0.0000
8033.1	1592	734	157	893	40	454	737	415	0.383854	0.384259	0.105	17.2272	ok	0	0	0	-9999	-9999	0.0000
8078.7	1592	734	286	1022	41	453	737	413	0.383854	0.382407	0.378	21.7823	ok	0	0	0	-9999	-9999	0.0000
8125.9	1592	734	410	1146	41	453	737	413	0.383854	0.382407	0.378	24.1530	ok	0	0	0	-9999	-9999	0.0000
8172.9	1592	734	517	1253	41	453	737	413	0.383854	0.382407	0.378	27.1841	ok	0	0	0	-9999	-9999	0.0000
8218.4	1592	734	578	1314	41	453	737	413	0.383854	0.382407	0.378	14.8906	ok	0	0	0	-9999	-9999	0.0000
8249.7	1592	734	635	1371	41	453	737	413	0.383854	0.382407	0.378	17.0024	ok	0	0	0	-9999	-9999	0.0000
8296.3	1592	734	710	1446	41	453	737	413	0.383854	0.382407	0.378	21.8007	ok	0	0	0	-9999	-9999	0.0000
8343.2	1592	734	726	1462	40	454	737	415	0.383854	0.384259	0.105	23.3536	ok	0	0	0	-9999	-9999	0.0000
8390.1	1592	734	732	1468	40	454	737	415	0.383854	0.384259	0.105	26.7458	ok	0	0	0	-9999	-9999	0.0000
8437.7	1592	734	738	1474	40	454	737	415	0.383854	0.384259	0.105	12.3728	ok	0	0	0	-9999	-9999	0.0000
8467.9	1592	734	751	1487	40	454	737	415	0.383854	0.384259	0.105	15.3956	ok	0	0	0	-9999	-9999	0.0000
8499.5	1592	734	763	1499	40	454	737	415	0.383854	0.384259	0.105	17.4172	ok	0	0	0	-9999	-9999	0.0000
8546.8	1592	734	774	1510	40	454	737	415	0.383854	0.384259	0.105	19.2788	ok	0	0	0	-9999	-9999	0.0000
8593.7	1592	734	774	1510	40	454	737	415	0.383854	0.384259	0.105	22.8855	ok	0	0	0	-9999	-9999	0.0000
8640.0	1592	734	774	1510	40	454	737	415	0.383854	0.384259	0.105	26.2599	ok	0	0	0	-9999	-9999	0.0000
8687.2	1592	734	777	1513	54	468	737	415	0.383854	0.384259	0.105	13.1180	ok	0	0	0	-9999	-9999	0.0000
8718.2	1592	734	778	1514	67	481	737	415	0.383854	0.384259	0.105	15.2257	ok	0	0	0	-9999	-9999	0.0000
8764.9	1592	734	778	1514	97	511	737	415	0.383854	0.384259	0.105	18.0788	ok	0	0	0	-9999	-9999	0.0000
8812.0	1592	734	765	1499	158	572	735	415	0.382812	0.384259	0.377	22.8529	ok	0	0	0	-9999	-9999	0.0000
8858.2	1592	734	738	1472	195	609	735	415	0.382812	0.384259	0.377	25.3861	ok	0	0	0	-9999	-9999	0.0000
8905.7	1592	734	707	1441	218	630	735	413	0.382812	0.382407	0.106	11.0795	ok	0	0	0	-9999	-9999	0.0000
8936.6	1592	734	659	1393	242	654	735	413	0.382812	0.382407	0.106	13.6206	ok	0	0	0	-9999	-9999	0.0000
8967.5	1592	734	607	1341	256	668	735	413	0.382812	0.382407	0.106	16.0121	ok	0	0	0	-9999	-9999	0.0000
9015.2	1592	734	546	1280	257	669	735	413	0.382812	0.382407	0.106	18.7651	ok	0	0	0	-9999	-9999	0.0000
