# onion skin A3e capture stream (dedicated thread)
# comp	1920	1080
t_ms	pw	ph	sx	sy	tx	ty	axis_diff_pct	cost_ms	status
17626.349	1592	729	0.500000	0.500000	263.00	101.00	0.000	18.0953	ok
17642.929	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.0469	ok
17659.039	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.1586	ok
17675.663	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.0709	ok
17692.338	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.2617	ok
17709.202	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4498	ok
17725.981	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.0799	ok
17742.490	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.9219	ok
17759.001	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.0823	ok
17775.757	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4175	ok
17792.430	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.9085	ok
17809.044	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.2978	ok
17825.756	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.1075	ok
17842.556	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4750	ok
17859.224	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8444	ok
17875.625	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.9387	ok
17892.235	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.2657	ok
17909.248	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.7449	ok
17925.818	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.3670	ok
17942.201	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.3819	ok
17958.783	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.7633	ok
17975.604	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8633	ok
17992.647	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.2048	ok
18008.968	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.4178	ok
18025.575	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.7771	ok
18042.693	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4239	ok
18058.986	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.1422	ok
18075.512	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8895	ok
18092.579	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.2252	ok
18109.097	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.7940	ok
18125.602	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.1967	ok
18143.523	1592	729	0.500000	0.500000	263.00	101.00	0.000	18.5584	ok
18160.183	1592	729	0.500000	0.500000	263.00	101.00	0.000	14.7478	ok
18175.896	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.6572	ok
18192.514	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.5511	ok
18209.169	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.7390	ok
18225.978	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8380	ok
18242.544	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.2801	ok
18259.022	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.6559	ok
18275.976	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.2391	ok
18292.676	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.1417	ok
18308.854	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.1931	ok
18325.504	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.0878	ok
18342.315	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.5143	ok
18358.996	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8286	ok
18375.575	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.3086	ok
18392.390	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.3010	ok
18409.272	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4527	ok
18425.486	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.9548	ok
18441.885	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8255	ok
18458.814	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.0133	ok
18475.641	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.6256	ok
18492.353	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.7862	ok
18509.623	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.7300	ok
18526.531	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.0649	ok
18542.640	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.1348	ok
18559.046	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.6577	ok
18575.678	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.5888	ok
18592.199	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4356	ok
18608.872	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8924	ok
18625.887	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.1186	ok
18642.675	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4381	ok
18659.897	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.9911	ok
18676.412	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.0198	ok
18692.245	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.6122	ok
18708.831	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.5427	ok
18725.641	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.0590	ok
18742.308	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.2562	ok
18758.803	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.7155	ok
18775.515	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.6890	ok
18792.282	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8266	ok
18808.935	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4616	ok
18825.582	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.8132	ok
18842.169	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.3425	ok
18858.970	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.2394	ok
18875.413	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.6282	ok
18891.890	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.3053	ok
18908.870	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.6372	ok
18925.388	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.3789	ok
18942.079	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.9854	ok
18958.934	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.7038	ok
18975.807	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.0249	ok
18992.419	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.1893	ok
19008.718	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.3907	ok
19025.541	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.2435	ok
19042.396	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4446	ok
19058.833	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.4119	ok
19075.874	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.6522	ok
19092.581	1592	729	0.437500	0.437037	297.00	149.00	0.106	15.7413	ok
19108.910	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.9016	ok
19125.802	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.8633	ok
19142.321	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.0919	ok
19159.654	1592	729	0.437500	0.437037	297.00	149.00	0.106	18.5552	ok
19176.486	1592	729	0.437500	0.437037	297.00	149.00	0.106	15.0906	ok
19192.484	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.8839	ok
19208.872	1592	729	0.437500	0.437037	297.00	149.00	0.106	15.8694	ok
19225.957	1592	729	0.437500	0.437037	297.00	149.00	0.106	18.2811	ok
19242.978	1592	729	0.437500	0.437037	297.00	149.00	0.106	15.7442	ok
19258.992	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.2642	ok
19275.451	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.6230	ok
19292.164	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.7832	ok
19308.947	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.7616	ok
19325.968	1592	729	0.437500	0.437037	297.00	149.00	0.106	17.2610	ok
19342.742	1592	729	0.437500	0.437037	297.00	149.00	0.106	16.2707	ok
19359.696	1592	729	0.437500	0.437037	297.00	149.00	0.106	17.6154	ok
19375.880	1592	729	0.386458	0.382407	0.00	0.00	1.059	14.7299	axis_disagree
19391.990	1592	729	0.386458	0.382407	0.00	0.00	1.059	17.4754	axis_disagree
19408.939	1592	729	0.386458	0.382407	0.00	0.00	1.059	16.4113	axis_disagree
19425.721	1592	729	0.386458	0.382407	0.00	0.00	1.059	17.1340	axis_disagree
19442.512	1592	729	0.386458	0.382407	0.00	0.00	1.059	16.4202	axis_disagree
19458.869	1592	729	0.386458	0.382407	0.00	0.00	1.059	16.2743	axis_disagree
19475.594	1592	729	0.386458	0.382407	0.00	0.00	1.059	17.1627	axis_disagree
19492.543	1592	729	0.386458	0.382407	0.00	0.00	1.059	16.7164	axis_disagree
19509.076	1592	729	0.386458	0.382407	0.00	0.00	1.059	16.3308	axis_disagree
19525.798	1592	729	0.386458	0.382407	0.00	0.00	1.059	17.0943	axis_disagree
19543.163	1592	729	0.386458	0.382407	0.00	0.00	1.059	17.6170	axis_disagree
19559.414	1592	729	0.333333	0.333333	354.00	229.00	0.000	14.8650	ok
19575.055	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.3987	ok
19590.923	1592	729	0.333333	0.333333	354.00	229.00	0.000	15.3166	ok
19606.818	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.4479	ok
19623.449	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.7946	ok
19640.177	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.6387	ok
19656.919	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.8250	ok
19674.234	1592	729	0.333333	0.333333	354.00	229.00	0.000	17.7867	ok
19690.886	1592	729	0.333333	0.333333	354.00	229.00	0.000	15.4996	ok
19707.009	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.7285	ok
19724.127	1592	729	0.333333	0.333333	354.00	229.00	0.000	17.4931	ok
19740.897	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.0262	ok
19757.057	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.2752	ok
19773.486	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.5480	ok
19790.182	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.8253	ok
19806.829	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.4498	ok
19823.964	1592	729	0.291146	0.290741	377.00	261.00	0.139	17.8017	ok
19840.641	1592	729	0.291146	0.290741	377.00	261.00	0.139	15.5337	ok
19856.774	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.7123	ok
19873.486	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.6894	ok
19890.235	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.7904	ok
19906.994	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.7089	ok
19923.675	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.6314	ok
19940.444	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.8849	ok
19957.063	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.3346	ok
19973.727	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.9668	ok
19990.776	1592	729	0.291146	0.290741	377.00	261.00	0.139	17.1196	ok
20007.268	1592	729	0.291146	0.290741	377.00	261.00	0.139	15.8436	ok
20023.949	1592	729	0.291146	0.290741	377.00	261.00	0.139	17.4912	ok
20040.871	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.3329	ok
20057.251	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.4079	ok
20074.315	1592	729	0.291146	0.290741	377.00	261.00	0.139	17.6995	ok
20090.825	1592	729	0.291146	0.290741	377.00	261.00	0.139	15.2838	ok
20106.948	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.9392	ok
20123.561	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.2690	ok
20140.365	1592	729	0.291146	0.290741	377.00	261.00	0.139	17.2566	ok
20157.119	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.2316	ok
20173.616	1592	729	0.291146	0.290741	377.00	261.00	0.139	16.7425	ok
20191.251	1592	729	0.291146	0.290741	377.00	261.00	0.139	18.5103	ok
20208.417	1592	729	0.250000	0.250000	400.00	293.00	0.000	15.8006	ok
20224.193	1592	729	0.250000	0.250000	400.00	293.00	0.000	15.7356	ok
20240.412	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.6825	ok
20257.011	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.4963	ok
20273.792	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.0487	ok
20290.649	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.6444	ok
20306.992	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.0199	ok
20323.717	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.4107	ok
20340.435	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.0054	ok
20356.902	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.9060	ok
20373.709	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.6896	ok
20390.545	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.9643	ok
20407.321	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.5675	ok
20423.595	1592	729	0.250000	0.250000	400.00	293.00	0.000	15.9613	ok
20440.517	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.8651	ok
20457.188	1592	729	0.000000	0.000000	0.00	0.00	0.000	15.4548	no_edge
20473.696	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.5444	no_edge
20490.490	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.0283	no_edge
20507.279	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.5325	no_edge
20524.055	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.0065	no_edge
20540.560	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.9861	no_edge
20557.258	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.3915	no_edge
20573.728	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5318	no_edge
20590.356	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.7063	no_edge
20607.163	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.8911	no_edge
20624.220	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.2059	no_edge
20640.920	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.1849	no_edge
20657.252	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.4652	no_edge
20673.609	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.2309	no_edge
20690.854	1592	729	0.000000	0.000000	0.00	0.00	0.000	18.2443	no_edge
20707.608	1592	729	0.000000	0.000000	0.00	0.00	0.000	15.2474	no_edge
20723.661	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.8110	no_edge
20740.498	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.8441	no_edge
20757.663	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.4687	no_edge
20774.265	1592	729	0.000000	0.000000	0.00	0.00	0.000	15.7173	no_edge
20790.531	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.7987	no_edge
20807.201	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5228	no_edge
20823.792	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.6429	no_edge
20840.300	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.3551	no_edge
20857.126	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.2799	no_edge
20873.623	1592	729	0.000000	0.000000	0.00	0.00	0.000	15.6960	no_edge
20890.064	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.1690	no_edge
20906.942	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5708	no_edge
20923.407	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.3427	no_edge
20940.068	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.9615	no_edge
20956.839	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5627	no_edge
20973.629	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.9999	no_edge
20990.349	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.4241	no_edge
21006.860	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5802	no_edge
21023.647	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.9790	no_edge
21040.694	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.0987	no_edge
21057.505	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5061	no_edge
21074.048	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5647	no_edge
21090.533	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.3874	no_edge
21107.077	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.6828	no_edge
21124.382	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.7731	no_edge
21140.908	1592	729	0.000000	0.000000	0.00	0.00	0.000	15.2621	no_edge
21157.113	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.1284	no_edge
21173.713	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.0464	no_edge
21190.811	1592	729	0.000000	0.000000	0.00	0.00	0.000	18.1338	no_edge
21207.560	1592	729	0.000000	0.000000	0.00	0.00	0.000	15.3460	no_edge
21223.677	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.8692	no_edge
21240.409	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5787	no_edge
21256.837	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.2592	no_edge
21273.525	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.0985	no_edge
21290.345	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.5235	no_edge
21306.836	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.4429	no_edge
21323.958	1592	729	0.000000	0.000000	0.00	0.00	0.000	17.7823	no_edge
21340.841	1592	729	0.000000	0.000000	0.00	0.00	0.000	15.9668	no_edge
21357.189	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.7114	no_edge
21375.106	1592	729	0.000000	0.000000	0.00	0.00	0.000	19.1028	no_edge
21392.735	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.1466	no_edge
21409.265	1592	729	0.000000	0.000000	0.00	0.00	0.000	16.9003	no_edge
21426.511	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.5726	ok
21442.833	1592	729	0.250000	0.250000	400.00	293.00	0.000	15.0324	ok
21458.631	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.5375	ok
21475.435	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.0518	ok
21492.156	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.3747	ok
21508.709	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.7128	ok
21525.533	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.9175	ok
21542.334	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.6665	ok
21558.997	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.6408	ok
21575.651	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.6494	ok
21592.131	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.2879	ok
21608.818	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.0684	ok
21625.628	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.5327	ok
21642.049	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.2866	ok
21658.749	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.0947	ok
21675.214	1592	729	0.250000	0.250000	400.00	293.00	0.000	15.8166	ok
21691.807	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.3487	ok
21709.327	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.6719	ok
21726.232	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.1174	ok
21742.362	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.1246	ok
21758.721	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.5750	ok
21775.277	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.5219	ok
21792.044	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.9936	ok
21808.615	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.1292	ok
21825.508	1592	729	0.250000	0.250000	400.00	293.00	0.000	17.6289	ok
21842.449	1592	729	0.250000	0.250000	400.00	293.00	0.000	16.2351	ok
21859.050	1592	729	0.281250	0.280556	383.00	269.00	0.248	16.9468	ok
21875.550	1592	729	0.281250	0.280556	383.00	269.00	0.248	16.0384	ok
21892.078	1592	729	0.281250	0.280556	383.00	269.00	0.248	16.9970	ok
21908.912	1592	729	0.281250	0.280556	383.00	269.00	0.248	16.6525	ok
21925.572	1592	729	0.281250	0.280556	383.00	269.00	0.248	16.6488	ok
21942.192	1592	729	0.281250	0.280556	383.00	269.00	0.248	16.5708	ok
21959.034	1592	729	0.281250	0.280556	383.00	269.00	0.248	17.0953	ok
21975.705	1592	729	0.281250	0.280556	383.00	269.00	0.248	16.2275	ok
21992.566	1592	729	0.281250	0.280556	383.00	269.00	0.248	17.4732	ok
22009.282	1592	729	0.333333	0.333333	354.00	229.00	0.000	15.9380	ok
22025.582	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.6438	ok
22042.257	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.6873	ok
22059.070	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.9180	ok
22075.416	1592	729	0.333333	0.333333	354.00	229.00	0.000	15.7547	ok
22091.974	1592	729	0.333333	0.333333	354.00	229.00	0.000	17.3425	ok
22109.076	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.8430	ok
22125.690	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.3033	ok
22142.326	1592	729	0.333333	0.333333	354.00	229.00	0.000	16.9586	ok
22159.760	1592	729	0.333333	0.333333	354.00	229.00	0.000	17.8901	ok
22176.611	1592	729	0.378646	0.375000	328.00	197.00	0.972	15.7938	ok
22192.686	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.3375	ok
22210.025	1592	729	0.378646	0.375000	328.00	197.00	0.972	18.3187	ok
22226.706	1592	729	0.378646	0.375000	328.00	197.00	0.972	15.0252	ok
22242.393	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.3336	ok
22258.805	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.4731	ok
22275.545	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.9872	ok
22292.490	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.8833	ok
22309.314	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.7464	ok
22325.705	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.0130	ok
22342.619	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.7857	ok
22359.568	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.0963	ok
22375.406	1592	729	0.378646	0.375000	328.00	197.00	0.972	15.5611	ok
22391.099	1592	729	0.378646	0.375000	328.00	197.00	0.972	15.7894	ok
22407.053	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.0854	ok
22423.815	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.4202	ok
22440.454	1592	729	0.378646	0.375000	328.00	197.00	0.972	15.8417	ok
22457.163	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.5582	ok
22474.097	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.2892	ok
22490.520	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.5199	ok
22507.172	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.7645	ok
22523.813	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.4999	ok
22540.296	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.4566	ok
22556.988	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.9072	ok
22573.743	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.5828	ok
22590.234	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.3793	ok
22607.185	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.5027	ok
22623.966	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.0396	ok
22640.539	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.0902	ok
22657.228	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.2720	ok
22673.746	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.7440	ok
22690.672	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.0884	ok
22707.936	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.4186	ok
22724.235	1592	729	0.378646	0.375000	328.00	197.00	0.972	15.1613	ok
22740.267	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.8828	ok
22757.321	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.2057	ok
22774.063	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.2522	ok
22790.472	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.5188	ok
22806.905	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.3266	ok
22823.454	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.7505	ok
22840.184	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.6917	ok
22856.765	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.4498	ok
22873.365	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.7312	ok
22890.122	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.7630	ok
22906.864	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.7001	ok
22923.440	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.4331	ok
22940.117	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.9048	ok
22956.844	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.5304	ok
22973.982	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.7316	ok
22990.745	1592	729	0.378646	0.375000	328.00	197.00	0.972	15.7747	ok
23007.073	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.8599	ok
23023.836	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.6449	ok
23040.454	1592	729	0.378646	0.375000	328.00	197.00	0.972	16.5728	ok
23057.473	1592	729	0.378646	0.375000	328.00	197.00	0.972	17.4457	ok
23073.952	1592	729	0.421875	0.421296	306.00	161.00	0.137	15.4859	ok
23090.323	1592	729	0.421875	0.421296	306.00	161.00	0.137	17.2360	ok
23107.943	1592	729	0.421875	0.421296	306.00	161.00	0.137	17.9863	ok
23124.162	1592	729	0.500000	0.500000	263.00	101.00	0.000	14.3737	ok
23139.979	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.2424	ok
23156.972	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.7240	ok
23173.449	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.2126	ok
23190.092	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.0568	ok
23207.292	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.3259	ok
23224.820	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.7032	ok
23241.093	1592	729	0.500000	0.500000	263.00	101.00	0.000	14.8110	ok
23257.062	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.1077	ok
23273.754	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.2568	ok
23290.250	1592	729	0.500000	0.500000	263.00	101.00	0.000	16.7178	ok
23307.168	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.0947	ok
23323.607	1592	729	0.500000	0.500000	263.00	101.00	0.000	15.7648	ok
23340.220	1592	729	0.500000	0.500000	263.00	101.00	0.000	17.4432	ok
