frame	probe_ms	comp_l	green_l	slip	status
1666	18805.7	588	590	2	ok
1667	18822.3	588	590	2	ok
1668	18839.0	588	590	2	ok
1669	18855.7	588	590	2	ok
1670	18872.3	588	590	2	ok
1671	18889.0	588	590	2	ok
1672	18905.7	588	590	2	ok
1673	18922.3	588	590	2	ok
1674	18939.0	588	590	2	ok
1675	18955.7	588	590	2	ok
1676	18972.3	588	590	2	ok
1677	18989.0	588	590	2	ok
1678	19005.7	588	590	2	ok
1679	19022.3	588	590	2	ok
1680	19039.0	588	590	2	ok
1681	19055.7	588	590	2	ok
1682	19072.3	588	624	36	ok
1683	19089.0	588	624	36	ok
1684	19105.7		624		not_comp
1685	19122.3		624		not_comp
1686	19139.0		624		not_comp
1687	19155.7		624		not_comp
1688	19172.3		624		not_comp
1689	19189.0	622	624	2	ok
1690	19205.7	622	624	2	ok
1691	19222.3	622	624	2	ok
1692	19239.0	622	624	2	ok
1693	19255.7	622	624	2	ok
1694	19272.3	622	624	2	ok
1695	19289.0	622	624	2	ok
1696	19305.7	622	624	2	ok
1697	19322.3	622	624	2	ok
1698	19339.0	622	624	2	ok
1699	19355.7	622	624	2	ok
1700	19372.3		624		no_zoom
1701	19389.0		624		no_zoom
1702	19405.7		624		no_zoom
1703	19422.3		624		no_zoom
1704	19439.0		624		no_zoom
1705	19455.7		624		no_zoom
1706	19472.3		624		no_zoom
1707	19489.0		624		no_zoom
1708	19505.7		624		no_zoom
1709	19522.3		624		no_zoom
1710	19539.0		624		no_zoom
1711	19555.7		624		no_zoom
1712	19572.3		680		not_comp
1713	19589.0		680		not_comp
1714	19605.7		680		not_comp
1715	19622.3		680		not_comp
1716	19639.0		680		not_comp
1717	19655.7	680	680	0	ok
1718	19672.3	680	680	0	ok
1719	19689.0	680	680	0	ok
1720	19705.7		680		not_comp
1721	19722.3		680		not_comp
1722	19739.0		704		not_comp
1723	19755.7		704		not_comp
1724	19772.3		704		not_comp
1725	19789.0		704		not_comp
1726	19805.7		704		not_comp
1727	19822.3		704		not_comp
1728	19839.0	702	704	2	ok
1729	19855.7	702	704	2	ok
1730	19872.3	702	704	2	ok
1731	19889.0	702	704	2	ok
1732	19905.7	702	704	2	ok
1733	19922.3	702	704	2	ok
1734	19939.0	702	704	2	ok
1735	19955.7	702	704	2	ok
1736	19972.3	702	704	2	ok
1737	19989.0	702	704	2	ok
1738	20005.7	702	704	2	ok
1739	20022.3	702	704	2	ok
1740	20039.0	702	704	2	ok
1741	20055.7	702	704	2	ok
1742	20072.3	702	704	2	ok
1743	20089.0	702	704	2	ok
1744	20105.7	702	704	2	ok
1745	20122.3	702	704	2	ok
1746	20139.0	702	704	2	ok
1747	20155.7	702	704	2	ok
1748	20172.3	702	704	2	ok
1749	20189.0	702	726	24	ok
1750	20205.7	702	726	24	ok
1751	20222.3		726		not_comp
1752	20239.0		726		not_comp
1753	20255.7		726		not_comp
1754	20272.3		726		not_comp
1755	20289.0		726		not_comp
1756	20305.7		726		not_comp
1757	20322.3	726	726	0	ok
1758	20339.0	726	726	0	ok
1759	20355.7	726	726	0	ok
1760	20372.3	726	726	0	ok
1761	20389.0	726	726	0	ok
1762	20405.7	726	726	0	ok
1763	20422.3	726	726	0	ok
1764	20439.0	726	726	0	ok
1765	20455.7		726		no_zoom
1766	20472.3		726		no_zoom
1767	20489.0		726		no_zoom
1768	20505.7		726		no_zoom
1769	20522.3		726		no_zoom
1770	20539.0		726		no_zoom
1771	20555.7		726		no_zoom
1772	20572.3		726		no_zoom
1773	20589.0		726		no_zoom
1774	20605.7		726		no_zoom
1775	20622.3		726		no_zoom
1776	20639.0		726		no_zoom
1777	20655.7		726		no_zoom
1778	20672.3		726		no_zoom
1779	20689.0		726		no_zoom
1780	20705.7		726		no_zoom
1781	20722.3		726		no_zoom
1782	20739.0		726		no_zoom
1783	20755.7		726		no_zoom
1784	20772.3		726		no_zoom
1785	20789.0		726		no_zoom
1786	20805.7		726		no_zoom
1787	20822.3		726		no_zoom
1788	20839.0		726		no_zoom
1789	20855.7		726		no_zoom
1790	20872.3		726		no_zoom
1791	20889.0		726		no_zoom
1792	20905.7		726		no_zoom
1793	20922.3		726		no_zoom
1794	20939.0		726		no_zoom
1795	20955.7		726		no_zoom
1796	20972.3		726		no_zoom
1797	20989.0		726		no_zoom
1798	21005.7		726		no_zoom
1799	21022.3		726		no_zoom
1800	21039.0		726		no_zoom
1801	21055.7		726		no_zoom
1802	21072.3		726		no_zoom
1803	21089.0		726		no_zoom
1804	21105.7		726		no_zoom
1805	21122.3		726		no_zoom
1806	21139.0		726		no_zoom
1807	21155.7		726		no_zoom
1808	21172.3		726		no_zoom
1809	21189.0		726		no_zoom
1810	21205.7		726		no_zoom
1811	21222.3		726		no_zoom
1812	21239.0		726		no_zoom
1813	21255.7		726		no_zoom
1814	21272.3		726		no_zoom
1815	21289.0		726		no_zoom
1816	21305.7		726		no_zoom
1817	21322.3		726		no_zoom
1818	21339.0		726		no_zoom
1819	21355.7		726		no_zoom
1820	21372.3		726		no_zoom
1821	21389.0		726		no_zoom
1822	21405.7		726		no_zoom
1823	21422.3		726		no_zoom
1824	21439.0	726	726	0	ok
1825	21455.7	726	726	0	ok
1826	21472.3	726	726	0	ok
1827	21489.0	726	726	0	ok
1828	21505.7	726	726	0	ok
1829	21522.3	726	726	0	ok
1830	21539.0	726	726	0	ok
1831	21555.7	726	726	0	ok
1832	21572.3	726	726	0	ok
1833	21589.0	726	726	0	ok
1834	21605.7	726	726	0	ok
1835	21622.3	726	726	0	ok
1836	21639.0	726	726	0	ok
1837	21655.7	726	726	0	ok
1838	21672.3	726	726	0	ok
1839	21689.0	726	726	0	ok
1840	21705.7	726	726	0	ok
1841	21722.3	726	726	0	ok
1842	21739.0	726	726	0	ok
1843	21755.7	726	726	0	ok
1844	21772.3	726	726	0	ok
1845	21789.0	726	726	0	ok
1846	21805.7	726	726	0	ok
1847	21822.3		726		not_comp
1848	21839.0		726		not_comp
1849	21855.7		726		not_comp
1850	21872.3	708	710	2	ok
1851	21889.0	708	710	2	ok
1852	21905.7	708	710	2	ok
1853	21922.3	708	710	2	ok
1854	21939.0	708	710	2	ok
1855	21955.7	708	710	2	ok
1856	21972.3		710		not_comp
1857	21989.0		680		not_comp
1858	22005.7		680		not_comp
1859	22022.3	680	680	0	ok
1860	22039.0		680		not_comp
1861	22055.7		680		not_comp
1862	22072.3		680		not_comp
1863	22089.0		680		not_comp
1864	22105.7		680		not_comp
1865	22122.3		680		not_comp
1866	22139.0		680		not_comp
1867	22155.7		680		not_comp
1868	22172.3		680		not_comp
1869	22189.0	654	654	0	ok
1870	22205.7	654	654	0	ok
1871	22222.3	654	654	0	ok
1872	22239.0	654	654	0	ok
1873	22255.7	654	654	0	ok
1874	22272.3	654	654	0	ok
1875	22289.0	654	654	0	ok
1876	22305.7	654	654	0	ok
1877	22322.3	654	654	0	ok
1878	22339.0	654	654	0	ok
1879	22355.7	654	654	0	ok
1880	22372.3	654	654	0	ok
1881	22389.0	654	654	0	ok
1882	22405.7	654	654	0	ok
1883	22422.3	654	654	0	ok
1884	22439.0	654	654	0	ok
1885	22455.7	654	654	0	ok
1886	22472.3	654	654	0	ok
1887	22489.0	654	654	0	ok
1888	22505.7	654	654	0	ok
1889	22522.3	654	654	0	ok
1890	22539.0	654	654	0	ok
1891	22555.7	654	654	0	ok
1892	22572.3	654	654	0	ok
1893	22589.0	654	654	0	ok
1894	22605.7	654	654	0	ok
1895	22622.3	654	654	0	ok
1896	22639.0	654	654	0	ok
1897	22655.7	654	654	0	ok
1898	22672.3	654	654	0	ok
1899	22689.0	654	654	0	ok
1900	22705.7	654	654	0	ok
1901	22722.3	654	654	0	ok
1902	22739.0	654	654	0	ok
1903	22755.7	654	654	0	ok
1904	22772.3	654	654	0	ok
1905	22789.0	654	654	0	ok
1906	22805.7	654	654	0	ok
1907	22822.3	654	654	0	ok
1908	22839.0	654	654	0	ok
1909	22855.7	654	654	0	ok
1910	22872.3	654	654	0	ok
1911	22889.0	654	654	0	ok
1912	22905.7	654	654	0	ok
1913	22922.3	654	654	0	ok
1914	22939.0	654	654	0	ok
1915	22955.7	654	654	0	ok
1916	22972.3	654	654	0	ok
1917	22989.0	654	654	0	ok
1918	23005.7	654	654	0	ok
1919	23022.3	654	654	0	ok
1920	23039.0		654		not_comp
1921	23055.7		632		not_comp
1922	23072.3		632		not_comp
1923	23089.0		632		not_comp
1924	23105.7		590		not_comp
1925	23122.3		590		not_comp
1926	23139.0	588	590	2	ok
1927	23155.7	588	590	2	ok
1928	23172.3	588	590	2	ok
1929	23189.0	588	590	2	ok
1930	23205.7	588	590	2	ok
1931	23222.3	588	590	2	ok
1932	23239.0	588	590	2	ok
1933	23255.7	588	590	2	ok
1934	23272.3	588	590	2	ok
1935	23289.0	588	590	2	ok
1936	23305.7	588	590	2	ok
1937	23322.3	588	590	2	ok
1938	23339.0	588	590	2	ok
1939	23355.7	588	590	2	ok
1940	23372.3	588	590	2	ok
1941	23389.0	588	590	2	ok
1942	23405.7	588	590	2	ok
1943	23422.3	588	590	2	ok
1944	23439.0	588	590	2	ok
1945	23455.7	588	590	2	ok
1946	23472.3	588	590	2	ok
1947	23489.0	588	590	2	ok
1948	23505.7	588	590	2	ok
1949	23522.3	588	590	2	ok
1950	23539.0	588	590	2	ok
1951	23555.7	588	590	2	ok
1952	23572.3	588	590	2	ok
1953	23589.0	588	590	2	ok
1954	23605.7	588	590	2	ok
1955	23622.3		590		not_comp
1956	23639.0		590		not_comp
1957	23655.7		582		not_comp
1958	23672.3		582		not_comp
1959	23689.0		572		not_comp
1960	23705.7		568		not_comp
1961	23722.3		568		not_comp
1962	23739.0		546		not_comp
1963	23755.7		546		not_comp
1964	23772.3		546		not_comp
1965	23789.0		532		not_comp
1966	23805.7		520		not_comp
1967	23822.3		516		not_comp
1968	23839.0		516		not_comp
1969	23855.7		512		not_comp
1970	23872.3		508		not_comp
1971	23889.0		508		not_comp
1972	23905.7		498		not_comp
1973	23922.3		498		not_comp
1974	23939.0		478		not_comp
1975	23955.7		478		not_comp
1976	23972.3		478		not_comp
1977	23989.0		470		not_comp
1978	24005.7		470		not_comp
1979	24022.3		468		not_comp
1980	24039.0		468		not_comp
1981	24055.7		460		not_comp
1982	24072.3		460		not_comp
1983	24089.0		460		not_comp
1984	24105.7		446		not_comp
1985	24122.3		444		not_comp
1986	24139.0		444		not_comp
1987	24155.7		440		not_comp
1988	24172.3		440		not_comp
1989	24189.0		436		not_comp
1990	24205.7		436		not_comp
1991	24222.3		436		not_comp
1992	24239.0		428		not_comp
1993	24255.7		428		not_comp
1994	24272.3		428		not_comp
1995	24289.0		418		not_comp
1996	24305.7		414		not_comp
1997	24322.3		412		not_comp
1998	24339.0		412		not_comp
1999	24355.7		408		not_comp
2000	24372.3		406		not_comp
2001	24389.0		406		not_comp
2002	24405.7		400		not_comp
2003	24422.3		400		not_comp
2004	24439.0		392		not_comp
2005	24455.7		392		not_comp
2006	24472.3		392		not_comp
2007	24489.0		388		not_comp
2008	24505.7		388		not_comp
2009	24522.3		388		not_comp
2010	24539.0		388		not_comp
2011	24555.7		388		not_comp
2012	24572.3		388		not_comp
2013	24589.0	386	388	2	ok
2014	24605.7	386	388	2	ok
2015	24622.3	386	388	2	ok
2016	24639.0	386	388	2	ok
2017	24655.7	386	388	2	ok
2018	24672.3	386	388	2	ok
2019	24689.0	386	388	2	ok
2020	24705.7	386	388	2	ok
2021	24722.3	386	388	2	ok
2022	24739.0	386	388	2	ok
2023	24755.7	386	388	2	ok
2024	24772.3	386	388	2	ok
2025	24789.0	386	388	2	ok
2026	24805.7	386	388	2	ok
2027	24822.3	386	388	2	ok
2028	24839.0	386	388	2	ok
2029	24855.7	386	388	2	ok
2030	24872.3		388		not_comp
2031	24889.0		388		not_comp
2032	24905.7		396		not_comp
2033	24922.3		396		not_comp
2034	24939.0		398		not_comp
2035	24955.7		402		not_comp
2036	24972.3		402		not_comp
2037	24989.0		416		not_comp
2038	25005.7		416		not_comp
2039	25022.3		424		not_comp
2040	25039.0		424		not_comp
2041	25055.7		424		not_comp
2042	25072.3		440		not_comp
2043	25089.0		440		not_comp
2044	25105.7		440		not_comp
2045	25122.3		470		not_comp
2046	25139.0		470		not_comp
2047	25155.7		470		not_comp
2048	25172.3		492		not_comp
2049	25189.0		492		not_comp
2050	25205.7		556		not_comp
2051	25222.3		556		not_comp
2052	25239.0		598		not_comp
2053	25255.7		598		not_comp
2054	25272.3		632		not_comp
2055	25289.0		632		not_comp
2056	25305.7		660		not_comp
2057	25322.3		660		not_comp
2058	25339.0		660		not_comp
2059	25355.7		680		not_comp
2060	25372.3		690		not_comp
2061	25389.0		690		not_comp
2062	25405.7		708		not_comp
2063	25422.3		722		not_comp
2064	25439.0		728		not_comp
2065	25455.7		728		not_comp
2066	25472.3		746		not_comp
2067	25489.0		756		not_comp
2068	25505.7		756		not_comp
2069	25522.3		770		not_comp
2070	25539.0		770		not_comp
2071	25555.7		792		not_comp
2072	25572.3		792		not_comp
2073	25589.0		802		not_comp
2074	25605.7		802		not_comp
2075	25622.3		828		not_comp
2076	25639.0		828		not_comp
2077	25655.7		844		not_comp
2078	25672.3		844		not_comp
2079	25689.0		858		not_comp
2080	25705.7		864		not_comp
2081	25722.3		864		not_comp
2082	25739.0		874		not_comp
2083	25755.7		874		not_comp
2084	25772.3		874		not_comp
2085	25789.0		882		not_comp
2086	25805.7		888		not_comp
2087	25822.3		890		not_comp
2088	25839.0		890		not_comp
2089	25855.7		896		not_comp
2090	25872.3		900		not_comp
2091	25889.0		900		not_comp
2092	25905.7		910		not_comp
2093	25922.3		910		not_comp
2094	25939.0		916		not_comp
2095	25955.7		916		not_comp
2096	25972.3		916		not_comp
2097	25989.0		920		not_comp
2098	26005.7		920		not_comp
2099	26022.3		920		not_comp
2100	26039.0		922		not_comp
2101	26055.7		922		not_comp
2102	26072.3	921	922	1	ok
2103	26089.0	921	922	1	ok
2104	26105.7	920	922	2	ok
2105	26122.3	920	922	2	ok
2106	26139.0	920	922	2	ok
2107	26155.7	920	922	2	ok
2108	26172.3	920	922	2	ok
2109	26189.0	920	922	2	ok
2110	26205.7	920	922	2	ok
2111	26222.3	920	922	2	ok
2112	26239.0	920	922	2	ok
2113	26255.7	920	922	2	ok
2114	26272.3	920	922	2	ok
2115	26289.0	920	922	2	ok
2116	26305.7	920	922	2	ok
2117	26322.3	920	922	2	ok
2118	26339.0	920	922	2	ok
2119	26355.7		922		not_comp
2120	26372.3		914		not_comp
2121	26389.0		914		not_comp
2122	26405.7		914		not_comp
2123	26422.3		904		not_comp
2124	26439.0		878		not_comp
2125	26455.7		858		not_comp
2126	26472.3		858		not_comp
2127	26489.0		858		not_comp
2128	26505.7		814		not_comp
2129	26522.3		814		not_comp
2130	26539.0		764		not_comp
2131	26555.7		764		not_comp
2132	26572.3		686		not_comp
2133	26589.0		686		not_comp
2134	26605.7		662		not_comp
2135	26622.3		640		not_comp
2136	26639.0		604		not_comp
2137	26655.7		604		not_comp
2138	26672.3		570		not_comp
2139	26689.0		552		not_comp
2140	26705.7		552		not_comp
2141	26722.3		518		not_comp
2142	26739.0		504		not_comp
2143	26755.7		504		not_comp
2144	26772.3		480		not_comp
2145	26789.0		480		not_comp
2146	26805.7		458		not_comp
2147	26822.3		452		not_comp
2148	26839.0		452		not_comp
2149	26855.7		438		not_comp
2150	26872.3		432		not_comp
2151	26889.0		432		not_comp
2152	26905.7		422		not_comp
2153	26922.3		422		not_comp
2154	26939.0		412		not_comp
2155	26955.7		412		not_comp
2156	26972.3		412		not_comp
2157	26989.0		400		not_comp
2158	27005.7		400		not_comp
2159	27022.3		400		not_comp
2160	27039.0		396		not_comp
2161	27055.7		396		not_comp
2162	27072.3		394		not_comp
2163	27089.0		394		not_comp
2164	27105.7		394		not_comp
2165	27122.3	394	394	0	ok
2166	27139.0	394	394	0	ok
2167	27155.7	394	394	0	ok
2168	27172.3	394	394	0	ok
2169	27189.0	394	394	0	ok
2170	27205.7	394	394	0	ok
2171	27222.3	394	394	0	ok
2172	27239.0	394	394	0	ok
2173	27255.7	394	394	0	ok
2174	27272.3	394	394	0	ok
2175	27289.0	394	394	0	ok
2176	27305.7	394	394	0	ok
2177	27322.3		394		not_comp
2178	27339.0		394		not_comp
2179	27355.7		402		not_comp
2180	27372.3		410		not_comp
2181	27389.0		410		not_comp
2182	27405.7		436		not_comp
2183	27422.3		436		not_comp
2184	27439.0		488		not_comp
2185	27455.7		516		not_comp
2186	27472.3		516		not_comp
2187	27489.0		610		not_comp
2188	27505.7		610		not_comp
2189	27522.3		610		not_comp
2190	27539.0		658		not_comp
2191	27555.7		658		not_comp
2192	27572.3		702		not_comp
2193	27589.0		702		not_comp
2194	27605.7		724		not_comp
2195	27622.3		734		not_comp
2196	27639.0		734		not_comp
2197	27655.7		748		not_comp
2198	27672.3		748		not_comp
2199	27689.0		758		not_comp
2200	27705.7		762		not_comp
2201	27722.3		762		not_comp
2202	27739.0		762		not_comp
2203	27755.7		774		not_comp
2204	27772.3		774		not_comp
2205	27789.0		786		not_comp
2206	27805.7		786		not_comp
2207	27822.3		796		not_comp
2208	27839.0		796		not_comp
2209	27855.7		800		not_comp
2210	27872.3		802		not_comp
2211	27889.0		802		not_comp
2212	27905.7		808		not_comp
2213	27922.3		808		not_comp
2214	27939.0		812		not_comp
2215	27955.7		812		not_comp
2216	27972.3		812		not_comp
2217	27989.0		826		not_comp
2218	28005.7		826		not_comp
2219	28022.3		834		not_comp
2220	28039.0		834		not_comp
2221	28055.7		854		not_comp
2222	28072.3		858		not_comp
2223	28089.0		858		not_comp
2224	28105.7		862		not_comp
2225	28122.3		868		not_comp
2226	28139.0		868		not_comp
2227	28155.7		868		not_comp
2228	28172.3		874		not_comp
2229	28189.0		876		not_comp
2230	28205.7		876		not_comp
2231	28222.3		876		not_comp
2232	28239.0		876		not_comp
2233	28255.7		876		not_comp
2234	28272.3		876		not_comp
2235	28289.0		876		not_comp
2236	28305.7		876		not_comp
2237	28322.3		870		not_comp
2238	28339.0		870		not_comp
2239	28355.7		850		not_comp
2240	28372.3		850		not_comp
2241	28389.0		838		not_comp
2242	28405.7		838		not_comp
2243	28422.3		798		not_comp
2244	28439.0		748		not_comp
2245	28455.7		718		not_comp
2246	28472.3		718		not_comp
2247	28489.0		670		not_comp
2248	28505.7		670		not_comp
2249	28522.3		626		not_comp
2250	28539.0		626		not_comp
2251	28555.7		626		not_comp
2252	28572.3		602		not_comp
2253	28589.0		602		not_comp
2254	28605.7		602		not_comp
2255	28622.3		602		not_comp
2256	28639.0		602		not_comp
2257	28655.7		604		not_comp
2258	28672.3		604		not_comp
2259	28689.0		640		not_comp
2260	28705.7		640		not_comp
2261	28722.3		640		not_comp
2262	28739.0		624		not_comp
2263	28755.7		624		not_comp
2264	28772.3		566		not_comp
2265	28789.0		566		not_comp
2266	28805.7		522		not_comp
2267	28822.3		520		not_comp
2268	28839.0		520		not_comp
2269	28855.7		536		not_comp
2270	28872.3		556		not_comp
2271	28889.0		556		not_comp
2272	28905.7		590		not_comp
2273	28922.3		590		not_comp
2274	28939.0		596		not_comp
2275	28955.7		594		not_comp
2276	28972.3		594		not_comp
2277	28989.0		586		not_comp
2278	29005.7		578		not_comp
2279	29022.3		564		not_comp
2280	29039.0		564		not_comp
2281	29055.7		558		not_comp
2282	29072.3		558		not_comp
2283	29089.0		558		not_comp
2284	29105.7		560		not_comp
2285	29122.3		574		not_comp
2286	29139.0		574		not_comp
2287	29155.7		596		not_comp
2288	29172.3		596		not_comp
2289	29189.0		618		not_comp
2290	29205.7		618		not_comp
2291	29222.3		618		not_comp
2292	29239.0		634		not_comp
2293	29255.7		634		not_comp
2294	29272.3		630		not_comp
2295	29289.0		630		not_comp
2296	29305.7		616		not_comp
2297	29322.3		616		not_comp
2298	29339.0		616		not_comp
2299	29355.7		598		not_comp
2300	29372.3		588		not_comp
2301	29389.0		588		not_comp
2302	29405.7		560		not_comp
2303	29422.3		560		not_comp
2304	29439.0		530		not_comp
2305	29455.7		514		not_comp
2306	29472.3		514		not_comp
2307	29489.0		478		not_comp
2308	29505.7		478		not_comp
2309	29522.3		478		not_comp
2310	29539.0		470		not_comp
2311	29555.7		474		not_comp
2312	29572.3		482		not_comp
2313	29589.0		482		not_comp
2314	29605.7		502		not_comp
2315	29622.3		502		not_comp
2316	29639.0		514		not_comp
2317	29655.7		548		not_comp
2318	29672.3		548		not_comp
2319	29689.0		588		not_comp
2320	29705.7		588		not_comp
2321	29722.3		588		not_comp
2322	29739.0		630		not_comp
2323	29755.7		646		not_comp
2324	29772.3		646		not_comp
2325	29789.0		672		not_comp
2326	29805.7		672		not_comp
2327	29822.3		684		not_comp
2328	29839.0		684		not_comp
2329	29855.7		684		not_comp
2330	29872.3		678		not_comp
2331	29889.0		678		not_comp
2332	29905.7		678		not_comp
2333	29922.3		656		not_comp
2334	29939.0		646		not_comp
2335	29955.7		646		not_comp
2336	29972.3		646		not_comp
2337	29989.0		584		not_comp
2338	30005.7		584		not_comp
2339	30022.3		538		not_comp
2340	30039.0		538		not_comp
2341	30055.7		504		not_comp
2342	30072.3		504		not_comp
2343	30089.0		504		not_comp
2344	30105.7		476		not_comp
2345	30122.3		476		not_comp
2346	30139.0		476		not_comp
2347	30155.7		472		not_comp
2348	30172.3		472		not_comp
2349	30189.0		472		not_comp
2350	30205.7		476		not_comp
2351	30222.3		476		not_comp
2352	30239.0		500		not_comp
2353	30255.7		500		not_comp
2354	30272.3		500		not_comp
2355	30289.0		528		not_comp
2356	30305.7		528		not_comp
2357	30322.3		578		not_comp
2358	30339.0		578		not_comp
2359	30355.7		578		not_comp
2360	30372.3		614		not_comp
2361	30389.0		614		not_comp
2362	30405.7		626		not_comp
2363	30422.3		626		not_comp
2364	30439.0		628		not_comp
2365	30455.7		628		not_comp
2366	30472.3		628		not_comp
2367	30489.0		1588		not_comp
2368	30505.7		622		not_comp
2369	30522.3		622		not_comp
2370	30539.0		608		not_comp
2371	30555.7		608		not_comp
2372	30572.3		576		not_comp
2373	30589.0		576		not_comp
2374	30605.7		570		not_comp
2375	30622.3		564		not_comp
2376	30639.0		564		not_comp
2377	30655.7		562		not_comp
2378	30672.3		562		not_comp
2379	30689.0		560		not_comp
2380	30705.7		568		not_comp
2381	30722.3		568		not_comp
2382	30739.0		586		not_comp
2383	30755.7		586		not_comp
2384	30772.3		586		not_comp
2385	30789.0		600		not_comp
2386	30805.7		600		not_comp
2387	30822.3		622		not_comp
2388	30839.0		622		not_comp
2389	30855.7		626		not_comp
2390	30872.3		626		not_comp
2391	30889.0		626		not_comp
2392	30905.7		626		not_comp
2393	30922.3		626		not_comp
2394	30939.0	624	626	2	ok
2395	30955.7	624	626	2	ok
2396	30972.3	624	626	2	ok
2397	30989.0	624	626	2	ok
2398	31005.7	624	626	2	ok
2399	31022.3	624	626	2	ok
2400	31039.0	624	626	2	ok
2401	31055.7	624	626	2	ok
2402	31072.3	624	626	2	ok
2403	31089.0	624	626	2	ok
2404	31105.7		626		not_comp
2405	31122.3		626		not_comp
2406	31139.0		582		not_comp
2407	31155.7	580	582	2	ok
2408	31172.3	580	582	2	ok
2409	31189.0	580	582	2	ok
2410	31205.7	580	582	2	ok
2411	31222.3	580	582	2	ok
2412	31239.0	580	582	2	ok
2413	31255.7	580	582	2	ok
2414	31272.3	580	582	2	ok
2415	31289.0	580	582	2	ok
2416	31305.7	580	582	2	ok
2417	31322.3	580	582	2	ok
2418	31339.0	580	582	2	ok
2419	31355.7	580	582	2	ok
2420	31372.3	580	582	2	ok
2421	31389.0	580	582	2	ok
2422	31405.7	580	582	2	ok
2423	31422.3	580	582	2	ok
2424	31439.0	580	582	2	ok
2425	31455.7	580	582	2	ok
2426	31472.3		582		not_comp
2427	31489.0		532		not_comp
2428	31505.7		532		not_comp
2429	31522.3	532	532	0	ok
2430	31539.0	532	532	0	ok
2431	31555.7	532	532	0	ok
2432	31572.3	532	532	0	ok
2433	31589.0	532	532	0	ok
2434	31605.7	532	532	0	ok
2435	31622.3	532	532	0	ok
2436	31639.0	532	532	0	ok
2437	31655.7	532	532	0	ok
2438	31672.3	532	532	0	ok
2439	31689.0	532	532	0	ok
2440	31705.7	532	532	0	ok
2441	31722.3	532	532	0	ok
2442	31739.0	532	532	0	ok
2443	31755.7	532	532	0	ok
2444	31772.3	532	532	0	ok
2445	31789.0	532	532	0	ok
2446	31805.7	532	532	0	ok
2447	31822.3	532	532	0	ok
2448	31839.0	532	532	0	ok
2449	31855.7	532	532	0	ok
2450	31872.3	532	532	0	ok
2451	31889.0	532	532	0	ok
2452	31905.7	532	532	0	ok
2453	31922.3	532	532	0	ok
2454	31939.0	532	532	0	ok
2455	31955.7	532	532	0	ok
2456	31972.3	532	532	0	ok
2457	31989.0	532	532	0	ok
2458	32005.7	532	532	0	ok
2459	32022.3	532	532	0	ok
2460	32039.0	532	532	0	ok
2461	32055.7	532	532	0	ok
2462	32072.3	532	532	0	ok
2463	32089.0		532		not_comp
2464	32105.7		532		not_comp
2465	32122.3		532		no_zoom
2466	32139.0		532		no_zoom
2467	32155.7		532		no_zoom
2468	32172.3		532		edge_off
2469	32189.0		532		edge_off
2470	32205.7		532		edge_off
2471	32222.3		532		edge_off
2472	32239.0		532		edge_off
2473	32255.7		532		edge_off
2474	32272.3		532		edge_off
2475	32289.0		532		edge_off
2476	32305.7		532		edge_off
2477	32322.3		532		edge_off
2478	32339.0		532		edge_off
2479	32355.7		532		edge_off
2480	32372.3		532		edge_off
2481	32389.0		532		edge_off
2482	32405.7		532		edge_off
2483	32422.3		532		edge_off
2484	32439.0		532		edge_off
2485	32455.7		532		edge_off
2486	32472.3		532		edge_off
2487	32489.0		532		edge_off
2488	32505.7		532		edge_off
2489	32522.3		532		edge_off
2490	32539.0		532		edge_off
2491	32555.7		532		edge_off
2492	32572.3		532		edge_off
2493	32589.0		532		edge_off
2494	32605.7		532		edge_off
2495	32622.3		532		edge_off
2496	32639.0		532		edge_off
2497	32655.7		532		edge_off
2498	32672.3		532		edge_off
2499	32689.0		532		edge_off
2500	32705.7		532		edge_off
2501	32722.3		532		edge_off
2502	32739.0		532		edge_off
2503	32755.7		532		edge_off
2504	32772.3		532		edge_off
2505	32789.0		532		edge_off
2506	32805.7		532		edge_off
2507	32822.3		532		edge_off
2508	32839.0		532		edge_off
2509	32855.7		532		edge_off
2510	32872.3		532		edge_off
2511	32889.0		532		no_zoom
2512	32905.7		532		no_zoom
2513	32922.3		532		no_zoom
2514	32939.0		532		no_zoom
2515	32955.7		532		no_zoom
2516	32972.3		532		no_zoom
2517	32989.0		532		no_zoom
2518	33005.7		532		no_zoom
2519	33022.3		532		no_zoom
2520	33039.0		532		no_zoom
2521	33055.7		532		no_zoom
2522	33072.3		532		no_zoom
2523	33089.0		532		no_zoom
2524	33105.7		532		no_zoom
2525	33122.3		532		no_zoom
2526	33139.0		532		no_zoom
2527	33155.7		532		no_zoom
2528	33172.3		532		no_zoom
2529	33189.0		532		no_zoom
2530	33205.7		532		no_zoom
2531	33222.3		532		no_zoom
2532	33239.0		532		no_zoom
2533	33255.7		532		no_zoom
2534	33272.3		532		no_zoom
2535	33289.0		532		no_zoom
2536	33305.7		532		no_zoom
2537	33322.3		532		no_zoom
2538	33339.0		532		no_zoom
2539	33355.7		532		no_zoom
2540	33372.3		532		no_zoom
2541	33389.0		532		no_zoom
2542	33405.7		532		no_zoom
2543	33422.3		532		no_zoom
2544	33439.0		532		no_zoom
2545	33455.7		532		no_zoom
2546	33472.3		532		no_zoom
2547	33489.0		532		no_zoom
2548	33505.7		532		no_zoom
2549	33522.3		532		no_zoom
2550	33539.0		532		no_zoom
2551	33555.7		532		no_zoom
