# onion skin A3e paint log
# comp	1920	1080
# stale_ms	100.0
t_ms	src_t_ms	tx	ty	sx	have_stale	stale_t_ms	stale_tx	stale_ty	paint_ms
20052.895	20040.871	377.00	261.00	0.291146	1	19940.444	377.00	261.00	2.1402
20084.637	20074.315	377.00	261.00	0.291146	1	19973.727	377.00	261.00	1.3879
20100.732	20090.825	377.00	261.00	0.291146	1	19990.776	377.00	261.00	1.4449
20132.766	20123.561	377.00	261.00	0.291146	1	20023.949	377.00	261.00	1.3506
20149.528	20140.365	377.00	261.00	0.291146	1	20040.871	377.00	261.00	1.5963
20181.977	20157.119	377.00	261.00	0.291146	1	20074.315	377.00	261.00	1.9375
20212.651	20191.251	377.00	261.00	0.291146	1	20106.948	377.00	261.00	1.5645
20223.182	20208.417	400.00	293.00	0.250000	1	20106.948	377.00	261.00	1.5826
20259.532	20240.412	400.00	293.00	0.250000	1	20157.119	377.00	261.00	1.9335
20270.594	20257.011	400.00	293.00	0.250000	1	20157.119	377.00	261.00	2.0131
20303.915	20290.649	400.00	293.00	0.250000	1	20191.251	377.00	261.00	1.5346
20337.234	20323.717	400.00	293.00	0.250000	1	20224.193	400.00	293.00	1.7572
20355.683	20340.435	400.00	293.00	0.250000	1	20240.412	400.00	293.00	1.4749
20386.340	20373.709	400.00	293.00	0.250000	1	20273.792	400.00	293.00	1.7895
20397.670	20373.709	400.00	293.00	0.250000	1	20290.649	400.00	293.00	1.5308
20432.931	20423.595	400.00	293.00	0.250000	1	20323.717	400.00	293.00	1.5189
20464.646	20440.517	400.00	293.00	0.250000	1	20356.902	400.00	293.00	1.4251
20480.611	20440.517	400.00	293.00	0.250000	1	20373.709	400.00	293.00	1.5060
20511.736	20440.517	400.00	293.00	0.250000	1	20407.321	400.00	293.00	1.4885
20520.644	20440.517	400.00	293.00	0.250000	1	20407.321	400.00	293.00	1.6431
20553.991	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4648
20587.105	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.7014
20603.941	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.6939
20629.534	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4383
20645.253	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5317
20676.733	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4929
20708.967	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.8833
20724.814	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5064
20757.072	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	2.3694
20770.467	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5991
20803.902	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5763
20837.164	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.7371
20853.120	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4268
20885.539	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.3388
20901.690	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.3962
20932.717	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.3529
20964.824	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.3883
20980.781	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4864
21012.666	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.6605
21022.561	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4777
21053.976	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5307
21087.228	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.6801
21103.765	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5351
21137.197	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.7900
21157.357	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.7002
21187.278	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.6883
21220.844	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	2.1031
21236.554	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5794
21266.835	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.3979
21282.661	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.3892
21303.861	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.6141
21333.068	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4455
21349.816	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4610
21380.701	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.4739
21397.422	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5832
21428.777	20440.517	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.8468
21461.534	21442.833	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5179
21477.612	21458.631	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.5339
21508.877	21492.156	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.6365
21520.631	21508.709	400.00	293.00	0.250000	1	20440.517	400.00	293.00	1.7974
21553.997	21542.334	400.00	293.00	0.250000	1	21442.833	400.00	293.00	1.9604
21587.273	21575.651	400.00	293.00	0.250000	1	21475.435	400.00	293.00	1.5950
21603.931	21592.131	400.00	293.00	0.250000	1	21492.156	400.00	293.00	1.8555
21636.786	21625.628	400.00	293.00	0.250000	1	21525.533	400.00	293.00	1.7270
21653.345	21642.049	400.00	293.00	0.250000	1	21542.334	400.00	293.00	1.6978
21685.112	21675.214	400.00	293.00	0.250000	1	21575.651	400.00	293.00	1.3495
21716.838	21691.807	400.00	293.00	0.250000	1	21608.818	400.00	293.00	1.5192
21732.838	21709.327	400.00	293.00	0.250000	1	21625.628	400.00	293.00	1.6020
21764.880	21742.362	400.00	293.00	0.250000	1	21658.749	400.00	293.00	1.5571
21770.422	21758.721	400.00	293.00	0.250000	1	21658.749	400.00	293.00	1.5139
21803.934	21792.044	400.00	293.00	0.250000	1	21691.807	400.00	293.00	1.6191
21837.182	21825.508	400.00	293.00	0.250000	1	21726.232	400.00	293.00	1.7515
21861.735	21842.449	400.00	293.00	0.250000	1	21758.721	400.00	293.00	1.4967
21887.202	21875.550	383.00	269.00	0.281250	1	21775.277	400.00	293.00	1.8867
21903.875	21892.078	383.00	269.00	0.281250	1	21792.044	400.00	293.00	1.4764
21937.300	21925.572	383.00	269.00	0.281250	1	21825.508	400.00	293.00	1.7112
21970.528	21959.034	383.00	269.00	0.281250	1	21859.050	383.00	269.00	1.7911
21987.201	21975.705	383.00	269.00	0.281250	1	21875.550	383.00	269.00	1.7468
22005.364	21992.566	383.00	269.00	0.281250	1	21892.078	383.00	269.00	1.4174
22020.515	22009.282	354.00	229.00	0.333333	1	21908.912	383.00	269.00	1.7661
22052.982	22042.257	354.00	229.00	0.333333	1	21942.192	383.00	269.00	1.4375
22085.468	22075.416	354.00	229.00	0.333333	1	21975.705	383.00	269.00	1.3501
22101.497	22091.974	354.00	229.00	0.333333	1	21992.566	383.00	269.00	1.3973
22129.605	22109.076	354.00	229.00	0.333333	1	22025.582	354.00	229.00	1.4701
22149.458	22125.690	354.00	229.00	0.333333	1	22042.257	354.00	229.00	1.5219
22176.819	22159.760	354.00	229.00	0.333333	1	22075.416	354.00	229.00	1.5656
22209.089	22192.686	328.00	197.00	0.378646	1	22109.076	354.00	229.00	1.7281
22228.857	22210.025	328.00	197.00	0.378646	1	22125.690	354.00	229.00	1.5184
22255.006	22242.393	328.00	197.00	0.378646	1	22142.326	354.00	229.00	1.5839
22270.513	22258.805	328.00	197.00	0.378646	1	22159.760	354.00	229.00	1.5243
22302.336	22292.490	328.00	197.00	0.378646	1	22192.686	328.00	197.00	1.5579
22333.721	22325.705	328.00	197.00	0.378646	1	22226.706	328.00	197.00	1.5339
22349.365	22325.705	328.00	197.00	0.378646	1	22242.393	328.00	197.00	1.7550
22380.584	22359.568	328.00	197.00	0.378646	1	22275.545	328.00	197.00	1.5168
22396.664	22375.406	328.00	197.00	0.378646	1	22292.490	328.00	197.00	1.5854
22428.673	22407.053	328.00	197.00	0.378646	1	22325.705	328.00	197.00	1.5052
22460.786	22440.454	328.00	197.00	0.378646	1	22359.568	328.00	197.00	1.6095
22478.778	22457.163	328.00	197.00	0.378646	1	22375.406	328.00	197.00	1.7228
22508.427	22490.520	328.00	197.00	0.378646	1	22407.053	328.00	197.00	1.5662
22527.877	22507.172	328.00	197.00	0.378646	1	22423.815	328.00	197.00	1.4686
22553.874	22540.296	328.00	197.00	0.378646	1	22440.454	328.00	197.00	1.5988
22586.460	22573.743	328.00	197.00	0.378646	1	22474.097	328.00	197.00	2.1503
22601.739	22590.234	328.00	197.00	0.378646	1	22490.520	328.00	197.00	1.4069
22629.710	22607.185	328.00	197.00	0.378646	1	22523.813	328.00	197.00	1.6113
22644.742	22623.966	328.00	197.00	0.378646	1	22540.296	328.00	197.00	1.6830
22677.490	22657.228	328.00	197.00	0.378646	1	22573.743	328.00	197.00	1.9153
22708.844	22690.672	328.00	197.00	0.378646	1	22607.185	328.00	197.00	1.5446
22724.937	22707.936	328.00	197.00	0.378646	1	22623.966	328.00	197.00	1.6846
22757.369	22740.267	328.00	197.00	0.378646	1	22657.228	328.00	197.00	2.0965
22770.688	22757.321	328.00	197.00	0.378646	1	22657.228	328.00	197.00	2.4300
22803.886	22790.472	328.00	197.00	0.378646	1	22690.672	328.00	197.00	1.5533
22835.551	22823.454	328.00	197.00	0.378646	1	22724.235	328.00	197.00	1.3608
22853.113	22840.184	328.00	197.00	0.378646	1	22740.267	328.00	197.00	1.8850
22881.973	22873.365	328.00	197.00	0.378646	1	22774.063	328.00	197.00	1.4110
22897.894	22873.365	328.00	197.00	0.378646	1	22790.472	328.00	197.00	1.5506
22928.964	22906.864	328.00	197.00	0.378646	1	22823.454	328.00	197.00	1.4487
22960.854	22940.117	328.00	197.00	0.378646	1	22856.765	328.00	197.00	1.5185
22975.759	22956.844	328.00	197.00	0.378646	1	22873.365	328.00	197.00	1.6016
23007.464	22990.745	328.00	197.00	0.378646	1	22906.864	328.00	197.00	1.6862
23020.514	23007.073	328.00	197.00	0.378646	1	22906.864	328.00	197.00	1.6839
23053.896	23040.454	328.00	197.00	0.378646	1	22940.117	328.00	197.00	1.9499
23085.715	23073.952	306.00	161.00	0.421875	1	22973.982	328.00	197.00	1.8350
23101.906	23090.323	306.00	161.00	0.421875	1	22990.745	328.00	197.00	1.5186
23132.414	23124.162	263.00	101.00	0.500000	1	23023.836	328.00	197.00	1.4476
23148.535	23124.162	263.00	101.00	0.500000	1	23040.454	328.00	197.00	1.5018
23180.627	23156.972	263.00	101.00	0.500000	1	23073.952	306.00	161.00	1.6507
23211.232	23190.092	263.00	101.00	0.500000	1	23107.943	306.00	161.00	1.4809
23227.259	23207.292	263.00	101.00	0.500000	1	23124.162	263.00	101.00	1.5758
23257.490	23241.093	263.00	101.00	0.500000	1	23156.972	263.00	101.00	1.8781
23270.541	23257.062	263.00	101.00	0.500000	1	23156.972	263.00	101.00	1.5807
23301.383	23290.250	263.00	101.00	0.500000	1	23190.092	263.00	101.00	1.3766
23333.627	23323.607	263.00	101.00	0.500000	1	23224.820	263.00	101.00	1.5209
23349.495	23340.220	263.00	101.00	0.500000	1	23241.093	263.00	101.00	1.4706
23381.660	23357.210	263.00	101.00	0.500000	1	23273.754	263.00	101.00	1.6305
23397.135	23373.952	263.00	101.00	0.500000	1	23290.250	263.00	101.00	1.9343
23428.760	23407.141	263.00	101.00	0.500000	1	23323.607	263.00	101.00	1.4675
23459.728	23440.266	263.00	101.00	0.500000	1	23357.210	263.00	101.00	1.5213
23475.046	23456.811	263.00	101.00	0.500000	1	23373.952	263.00	101.00	1.5661
23506.473	23490.549	263.00	101.00	0.500000	1	23390.653	263.00	101.00	1.5820
23520.579	23507.148	263.00	101.00	0.500000	1	23407.141	263.00	101.00	1.5975
23552.612	23540.461	263.00	101.00	0.500000	1	23440.266	263.00	101.00	1.3785
23584.693	23573.852	263.00	101.00	0.500000	1	23473.621	263.00	101.00	1.5262
23599.865	23590.130	263.00	101.00	0.500000	1	23490.549	263.00	101.00	1.4531
23631.770	23623.434	263.00	101.00	0.500000	1	23523.705	263.00	101.00	1.4123
23647.219	23623.434	263.00	101.00	0.500000	1	23540.461	263.00	101.00	1.8739
23678.832	23658.130	255.00	101.00	0.500000	1	23573.852	263.00	101.00	2.0524
23709.497	23691.996	246.00	101.00	0.500000	1	23606.873	263.00	101.00	1.6752
23727.481	23708.410	241.00	101.00	0.500000	1	23623.434	263.00	101.00	1.6236
23754.204	23742.372	229.00	99.00	0.500000	1	23640.951	263.00	101.00	1.6747
23772.957	23758.981	220.00	97.00	0.500000	1	23658.130	255.00	101.00	2.1917
23804.047	23791.991	205.00	93.00	0.500000	1	23691.996	246.00	101.00	1.8769
23835.861	23824.828	193.00	90.00	0.500000	1	23724.867	235.00	100.00	1.5233
23851.796	23841.849	189.00	88.00	0.500000	1	23742.372	229.00	99.00	2.0562
23881.693	23858.758	185.00	87.00	0.500000	1	23775.165	213.00	95.00	1.5079
23897.537	23875.130	181.00	85.00	0.500000	1	23791.991	205.00	93.00	1.9475
23927.688	23908.476	172.00	81.00	0.500000	1	23824.828	193.00	90.00	1.6372
23957.790	23941.877	158.00	76.00	0.500000	1	23841.849	189.00	88.00	2.2677
23974.652	23958.974	152.00	74.00	0.500000	1	23858.758	185.00	87.00	1.7923
24005.443	23991.475	144.00	71.00	0.500000	1	23891.709	177.00	83.00	1.6312
24020.495	24007.648	144.00	71.00	0.500000	1	23908.476	172.00	81.00	1.9416
24051.553	24040.710	141.00	70.00	0.500000	1	23941.877	158.00	76.00	1.6753
24083.444	24074.069	133.00	67.00	0.500000	1	23975.500	147.00	72.00	1.4025
24099.494	24074.069	133.00	67.00	0.500000	1	23991.475	144.00	71.00	1.7232
24130.692	24108.030	120.00	63.00	0.500000	1	24024.113	141.00	70.00	1.7546
24146.015	24124.600	118.00	62.00	0.500000	1	24040.710	141.00	70.00	1.6150
24176.822	24157.844	114.00	61.00	0.500000	1	24074.069	133.00	67.00	2.3777
24208.518	24190.873	111.00	60.00	0.500000	1	24108.030	120.00	63.00	1.6170
24224.514	24207.554	110.00	59.00	0.500000	1	24108.030	120.00	63.00	1.9714
24255.911	24241.129	104.00	57.00	0.500000	1	24141.451	116.00	62.00	1.7115
24270.628	24257.957	101.00	56.00	0.500000	1	24157.844	114.00	61.00	1.9611
24303.573	24291.094	91.00	52.00	0.500000	1	24190.873	111.00	60.00	1.6901
24334.519	24324.048	88.00	51.00	0.500000	1	24224.362	107.00	58.00	1.4391
24349.772	24340.720	85.00	50.00	0.500000	1	24241.129	104.00	57.00	1.4953
24381.481	24357.670	82.00	49.00	0.500000	1	24274.663	98.00	54.00	1.3796
24396.981	24374.155	79.00	48.00	0.500000	1	24291.094	91.00	52.00	1.5615
24428.858	24407.745	73.00	45.00	0.500000	1	24324.048	88.00	51.00	1.4578
24459.708	24440.637	66.00	43.00	0.500000	1	24357.670	82.00	49.00	1.5393
24474.340	24457.621	65.00	42.00	0.500000	1	24374.155	79.00	48.00	1.7982
24505.934	24491.023	62.00	40.00	0.500000	1	24390.566	76.00	46.00	1.7288
24520.554	24507.311	62.00	40.00	0.500000	1	24407.745	73.00	45.00	1.6151
24551.974	24540.619	61.00	39.00	0.500000	1	24440.637	66.00	43.00	1.3923
24582.446	24573.281	61.00	39.00	0.500000	1	24474.418	63.00	41.00	1.3620
24603.861	24589.859	61.00	39.00	0.500000	1	24491.023	62.00	40.00	2.1297
24637.203	24623.275	61.00	39.00	0.500000	1	24523.814	61.00	40.00	1.6897
24644.869	24623.275	61.00	39.00	0.500000	1	24540.619	61.00	39.00	1.6910
24676.434	24656.795	61.00	39.00	0.500000	1	24573.281	61.00	39.00	1.5990
24708.706	24690.135	61.00	39.00	0.500000	1	24606.547	61.00	39.00	1.5316
24725.534	24706.738	61.00	39.00	0.500000	1	24623.275	61.00	39.00	1.6257
24755.625	24740.724	61.00	39.00	0.500000	1	24640.115	61.00	39.00	1.5789
24770.439	24756.851	61.00	39.00	0.500000	1	24656.795	61.00	39.00	1.9528
24802.176	24790.848	61.00	39.00	0.500000	1	24690.135	61.00	39.00	1.3780
24832.497	24823.637	61.00	39.00	0.500000	1	24723.934	61.00	39.00	1.4291
24852.831	24839.930	61.00	39.00	0.500000	1	24740.724	61.00	39.00	1.4343
24885.633	24873.533	61.00	39.00	0.500000	1	24774.193	61.00	39.00	1.6477
24901.526	24890.505	61.00	39.00	0.500000	1	24790.848	61.00	39.00	1.4142
24933.670	24924.285	70.00	42.00	0.500000	1	24823.637	61.00	39.00	1.5760
24965.138	24940.525	71.00	43.00	0.500000	1	24856.973	61.00	39.00	1.7174
24981.562	24958.188	75.00	44.00	0.500000	1	24873.533	61.00	39.00	1.5373
25013.581	24991.315	84.00	48.00	0.500000	1	24907.998	67.00	40.00	1.5897
25020.522	25007.402	90.00	50.00	0.500000	1	24907.998	67.00	40.00	1.6215
25053.915	25040.547	98.00	53.00	0.500000	1	24940.525	71.00	43.00	1.8778
25093.448	25074.686	108.00	56.00	0.500000	1	24991.315	84.00	48.00	1.5417
25103.828	25090.566	114.00	59.00	0.500000	1	24991.315	84.00	48.00	1.9862
25137.390	25124.742	132.00	63.00	0.500000	1	25024.032	94.00	52.00	2.7546
25153.880	25141.487	143.00	66.00	0.500000	1	25040.547	98.00	53.00	1.6836
25187.411	25174.273	166.00	72.00	0.500000	1	25074.686	108.00	56.00	1.7927
25220.531	25207.943	205.00	81.00	0.500000	1	25107.666	122.00	61.00	1.7619
25236.665	25225.436	229.00	87.00	0.500000	1	25124.742	132.00	63.00	2.6089
25268.979	25257.188	272.00	95.00	0.500000	1	25157.797	153.00	69.00	1.4585
25270.777	25257.188	272.00	95.00	0.500000	1	25157.797	153.00	69.00	2.2765
25303.996	25291.790	306.00	101.00	0.500000	1	25191.101	184.00	76.00	2.2341
25332.933	25323.688	333.00	105.00	0.500000	1	25225.436	229.00	87.00	1.4749
25349.532	25323.688	333.00	105.00	0.500000	1	25241.862	251.00	91.00	1.9343
25381.573	25357.675	354.00	107.00	0.500000	1	25273.840	290.00	99.00	1.5588
25397.577	25374.328	363.00	108.00	0.500000	1	25291.790	306.00	101.00	1.8520
25429.550	25407.962	382.00	112.00	0.500000	1	25323.688	333.00	105.00	1.6959
25461.699	25440.681	395.00	115.00	0.500000	1	25357.675	354.00	107.00	1.9407
25477.558	25457.566	402.00	117.00	0.500000	1	25374.328	363.00	108.00	1.6082
25509.547	25490.423	419.00	121.00	0.500000	1	25407.962	382.00	112.00	1.6681
25520.562	25507.236	429.00	124.00	0.500000	1	25407.962	382.00	112.00	1.7381
25553.885	25540.479	444.00	129.00	0.503646	1	25440.681	395.00	115.00	1.6743
25587.218	25573.601	466.00	135.00	0.500000	1	25474.010	410.00	118.00	2.3321
25603.864	25591.400	475.00	138.00	0.500000	1	25490.423	419.00	121.00	2.3203
25636.861	25624.021	492.00	144.00	0.500000	1	25523.900	438.00	127.00	1.8302
25652.903	25640.844	501.00	147.00	0.500000	1	25540.479	444.00	129.00	1.4800
25685.810	25674.496	517.00	153.00	0.500000	1	25573.601	466.00	135.00	1.4638
25717.573	25707.973	531.00	157.00	0.500000	1	25608.109	483.00	141.00	1.5390
25733.404	25723.869	537.00	160.00	0.500000	1	25624.021	492.00	144.00	1.4652
25765.561	25740.565	543.00	161.00	0.500000	1	25657.867	508.00	149.00	1.5003
25770.494	25757.367	548.00	163.00	0.500000	1	25657.867	508.00	149.00	1.8123
25803.933	25790.798	555.00	165.00	0.500000	1	25691.411	524.00	155.00	1.6932
25837.196	25825.251	561.00	167.00	0.500000	1	25723.869	537.00	160.00	1.9635
25853.785	25841.239	563.00	168.00	0.500000	1	25740.565	543.00	161.00	1.7377
25887.266	25873.520	569.00	169.00	0.500000	1	25774.243	551.00	164.00	1.9382
25903.874	25890.532	574.00	171.00	0.500000	1	25790.798	555.00	165.00	1.8397
25937.288	25924.545	583.00	173.00	0.500000	1	25825.251	561.00	167.00	1.9656
25969.916	25957.033	590.00	174.00	0.500000	1	25857.163	566.00	169.00	2.0367
25973.142	25957.033	590.00	174.00	0.500000	1	25857.163	566.00	169.00	1.6354
26005.193	25990.335	594.00	174.00	0.500000	1	25890.532	574.00	171.00	1.5654
26020.634	26006.881	594.00	174.00	0.500000	1	25907.963	578.00	172.00	1.7335
26053.580	26040.281	595.00	174.00	0.500000	1	25940.723	586.00	173.00	1.6127
26084.999	26073.762	595.00	174.00	0.500000	1	25973.731	592.00	174.00	1.5537
26101.434	26090.650	595.00	174.00	0.500000	1	25990.335	594.00	174.00	1.4051
26133.587	26123.413	595.00	174.00	0.500000	1	26023.635	595.00	174.00	1.3951
26149.758	26140.033	595.00	174.00	0.500000	1	26040.281	595.00	174.00	1.4087
26181.632	26173.273	595.00	174.00	0.500000	1	26073.762	595.00	174.00	1.5636
26212.982	26190.016	595.00	174.00	0.500000	1	26106.904	595.00	174.00	1.6368
26228.834	26207.056	595.00	174.00	0.500000	1	26123.413	595.00	174.00	1.9499
26261.646	26240.480	595.00	174.00	0.500000	1	26156.745	595.00	174.00	1.6136
26270.505	26256.867	595.00	174.00	0.500000	1	26156.745	595.00	174.00	1.6299
26303.919	26290.063	595.00	174.00	0.500000	1	26190.016	595.00	174.00	1.9405
26337.151	26325.311	595.00	174.00	0.500000	1	26224.038	595.00	174.00	1.6395
26353.894	26341.033	595.00	174.00	0.500000	1	26240.480	595.00	174.00	1.5791
26387.151	26374.446	595.00	174.00	0.500000	1	26273.596	595.00	174.00	2.6530
26403.843	26391.233	587.00	174.00	0.500000	1	26290.063	595.00	174.00	1.6851
26437.459	26424.228	578.00	174.00	0.500000	1	26325.311	595.00	174.00	1.9462
26468.853	26457.920	551.00	174.00	0.500000	1	26357.070	595.00	174.00	1.9918
26485.018	26475.598	532.00	174.00	0.500000	1	26374.446	595.00	174.00	1.4493
26515.605	26491.761	510.00	174.00	0.500000	1	26407.561	583.00	174.00	1.6602
26520.517	26508.061	487.00	174.00	0.500000	1	26407.561	583.00	174.00	1.5402
26553.872	26540.904	437.00	173.00	0.500000	1	26440.770	568.00	174.00	2.2404
26587.346	26574.431	387.00	173.00	0.500000	1	26475.598	532.00	174.00	1.8701
26603.876	26591.426	359.00	173.00	0.500000	1	26491.761	510.00	174.00	1.6399
26629.344	26607.932	336.00	173.00	0.500000	1	26524.659	461.00	174.00	1.9094
26644.863	26624.547	314.00	173.00	0.500000	1	26540.904	437.00	173.00	1.5773
26676.989	26657.619	277.00	173.00	0.500000	1	26574.431	387.00	173.00	1.5875
26709.423	26690.625	243.00	173.00	0.500000	1	26607.932	336.00	173.00	1.7023
26725.428	26707.273	225.00	173.00	0.500000	1	26624.547	314.00	173.00	1.5904
26756.935	26740.466	192.00	173.00	0.500000	1	26641.282	295.00	173.00	1.7855
26770.660	26757.137	178.00	173.00	0.500000	1	26657.619	277.00	173.00	2.0300
26803.949	26790.794	154.00	173.00	0.500000	1	26690.625	243.00	173.00	1.6116
26837.170	26824.310	132.00	173.00	0.500000	1	26724.095	207.00	173.00	1.9521
26852.748	26841.089	125.00	173.00	0.500000	1	26740.466	192.00	173.00	1.4078
26884.803	26874.081	111.00	173.00	0.500000	1	26774.169	178.00	173.00	1.4160
26901.008	26890.927	105.00	173.00	0.500000	1	26790.794	154.00	173.00	1.6367
26933.703	26923.914	95.00	173.00	0.500000	1	26824.310	132.00	173.00	1.5795
26965.718	26957.360	85.00	173.00	0.500000	1	26857.455	118.00	173.00	1.4837
26981.744	26957.360	85.00	173.00	0.500000	1	26874.081	111.00	173.00	1.5261
27013.271	26990.865	76.00	173.00	0.500000	1	26907.927	100.00	173.00	1.6980
27020.518	27007.518	73.00	173.00	0.500000	1	26907.927	100.00	173.00	1.5464
27053.938	27040.511	69.00	173.00	0.500000	1	26940.425	90.00	173.00	1.6344
27087.201	27073.222	68.00	173.00	0.500000	1	26973.953	81.00	173.00	1.7024
27103.936	27090.054	68.00	173.00	0.500000	1	26990.865	76.00	173.00	1.6605
27134.605	27123.474	68.00	173.00	0.500000	1	27024.097	71.00	173.00	1.4008
27147.668	27123.474	68.00	173.00	0.500000	1	27040.511	69.00	173.00	2.1212
27188.841	27173.227	68.00	173.00	0.500000	1	27073.222	68.00	173.00	1.6906
27220.585	27207.057	68.00	173.00	0.500000	1	27106.759	68.00	173.00	1.5846
27237.856	27223.446	68.00	173.00	0.500000	1	27123.474	68.00	173.00	1.5987
27268.491	27257.409	68.00	173.00	0.500000	1	27157.356	68.00	173.00	1.5068
27270.634	27257.409	68.00	173.00	0.500000	1	27157.356	68.00	173.00	1.9929
27301.628	27290.634	68.00	173.00	0.500000	1	27190.001	68.00	173.00	1.3705
27333.394	27323.709	68.00	173.00	0.500000	1	27223.446	68.00	173.00	1.3674
27349.028	27323.709	68.00	173.00	0.500000	1	27240.074	68.00	173.00	1.6128
27380.760	27359.087	76.00	173.00	0.500000	1	27274.350	68.00	173.00	1.6028
27396.909	27374.262	83.00	173.00	0.500000	1	27290.634	68.00	173.00	2.1519
27429.689	27407.755	110.00	173.00	0.500000	1	27323.709	68.00	173.00	2.1699
27461.553	27441.211	161.00	166.00	0.500000	1	27359.087	76.00	173.00	1.6296
27477.736	27457.751	189.00	158.00	0.500000	1	27374.262	83.00	173.00	2.2987
27509.533	27491.316	238.00	143.00	0.500000	1	27407.755	110.00	173.00	1.8232
27520.557	27507.656	283.00	128.00	0.503646	1	27407.755	110.00	173.00	2.0404
27553.971	27541.037	332.00	114.00	0.500000	1	27441.211	161.00	166.00	1.9759
27587.193	27574.612	362.00	104.00	0.500000	1	27474.141	224.00	147.00	1.6345
27603.886	27591.938	376.00	100.00	0.500000	1	27491.316	238.00	143.00	1.7535
27636.877	27624.175	397.00	92.00	0.500000	1	27524.211	311.00	120.00	1.8538
27653.607	27640.288	407.00	89.00	0.500000	1	27541.037	332.00	114.00	1.8573
27685.630	27673.949	421.00	84.00	0.500000	1	27574.612	362.00	104.00	2.0327
27716.665	27707.910	431.00	81.00	0.500000	1	27608.462	387.00	96.00	1.4696
27732.851	27724.150	435.00	79.00	0.500000	1	27624.175	397.00	92.00	1.5085
27764.819	27740.704	440.00	76.00	0.500000	1	27657.196	414.00	87.00	1.6777
27770.500	27758.191	447.00	74.00	0.500000	1	27657.196	414.00	87.00	1.6420
27803.920	27791.010	460.00	69.00	0.500000	1	27691.064	426.00	83.00	2.3783
27837.249	27824.494	468.00	66.00	0.500000	1	27724.150	435.00	79.00	1.6707
27853.950	27841.813	470.00	64.00	0.500000	1	27740.704	440.00	76.00	1.7314
27887.187	27874.362	474.00	62.00	0.500000	1	27774.749	453.00	72.00	1.7255
27903.848	27890.960	476.00	61.00	0.500000	1	27791.010	460.00	69.00	1.7172
27935.500	27923.566	481.00	59.00	0.500000	1	27824.494	468.00	66.00	1.4024
27967.586	27957.083	486.00	56.00	0.500000	1	27858.379	473.00	63.00	1.4581
27973.600	27957.083	486.00	56.00	0.500000	1	27858.379	473.00	63.00	1.7654
28005.575	27990.760	495.00	52.00	0.500000	1	27890.960	476.00	61.00	1.7918
28020.734	28007.317	500.00	51.00	0.500000	1	27907.288	476.00	61.00	1.6403
28052.828	28040.784	507.00	48.00	0.500000	1	27940.364	485.00	57.00	1.5632
28084.747	28074.423	528.00	40.00	0.500000	1	27974.060	490.00	55.00	1.3923
28100.861	28090.787	531.00	39.00	0.500000	1	27990.760	495.00	52.00	1.5482
